iteration,env_steps,ep_return,ep_length,success_rate,success_rate_rolling,entropy,policy_loss,value_loss,approx_kl,sps,tx_per_agent_step,comp_time,comp_compliance,comp_report,comp_command,comp_combat,comp_terminal
14,14336,-0.83332,375.0,0.0,0.60714,1.516921,-0.002188,0.071898,0.004137,1685,0.13895,-0.01,0.00252,-8e-05,0.00538,0.0,0.0
15,15360,-0.38316,375.0,0.0,0.58621,1.521862,-0.003406,0.057411,0.005726,1618,0.13951,-0.01,0.00357,-0.00017,0.00575,0.0,0.0
16,16384,-0.59591,375.0,0.0,0.53968,1.578651,-0.002135,0.070474,0.003675,1625,0.13951,-0.01,0.00139,-0.00018,0.00625,0.0,0.0
17,17408,-0.83616,375.0,0.0,0.53125,1.577994,-0.002348,0.041487,0.004224,1633,0.13783,-0.01,0.00228,-0.0001,0.00624,0.0,0.0
18,18432,-0.4509,375.0,0.0,0.51515,1.590782,-0.001536,0.067106,0.003326,1636,0.13835,-0.01,0.00349,-7e-05,0.00593,0.00028,0.0
19,19456,-0.46182,375.0,0.0,0.47887,1.62633,-0.003467,0.046151,0.004761,1588,0.13546,-0.01,0.0019,-7e-05,0.00651,0.0,0.0
20,20480,-0.90785,375.0,0.0,0.47222,1.633196,-0.003031,0.048119,0.005069,1613,0.1392,-0.01,0.00461,-0.00026,0.00637,3e-05,0.0
21,21504,0.06003,375.0,0.0,0.45946,1.646161,-0.022223,0.188751,0.004366,1659,0.14603,-0.01,0.00398,-8e-05,0.00522,-0.00187,0.0
22,22528,-0.8384,375.0,0.0,0.43038,1.650363,-0.067947,0.117158,0.003002,1672,0.14556,-0.01,0.00204,3e-05,0.0059,-0.00134,0.0
23,23552,-0.20498,375.0,0.0,0.425,1.65156,0.062233,0.059733,0.001945,1686,0.13994,-0.01,0.00217,-0.0002,0.00578,-0.00099,0.0
24,24576,-1.5532,375.0,0.0,0.40964,1.635214,-0.003528,0.143901,0.00601,1823,0.1493,-0.01,0.00449,0.00023,0.0049,-0.001,0.0
25,25600,-0.48104,375.0,0.0,0.3908,1.668658,-0.002002,0.161014,0.003217,1702,0.14345,-0.01,0.00372,-5e-05,0.00553,0.00011,0.0
26,26624,-0.51984,375.0,0.0,0.38636,1.620942,-0.000556,1.283021,0.000868,1904,0.14678,-0.01,0.00304,0.00044,0.00451,-0.01176,0.0
27,27648,12.41167,344.0,0.5,0.3913,1.60387,-0.001299,9.681453,0.000792,2013,0.14852,-0.01,0.00592,-4e-05,0.0053,-0.01798,0.07673
28,28672,1.54685,367.33333,0.33333,0.38947,1.610896,0.09593,5.261882,0.000835,1769,0.1351,-0.01,0.00597,0.00036,0.00511,-0.01397,0.02263
29,29696,18.41433,250.2,0.6,0.4,1.635283,0.059916,8.499175,0.001967,1845,0.14203,-0.01,0.0055,9e-05,0.00509,-0.00124,0.12673
30,30720,31.2815,210.16667,1.0,0.4,1.648869,-0.056917,27.368011,0.003157,1840,0.14043,-0.01,0.00963,0.00027,0.00514,-0.02906,0.25376
31,31744,30.54582,179.83333,1.0,0.42,1.664656,0.000873,13.618867,0.002665,1875,0.14122,-0.01,0.00984,0.0006,0.00506,-0.02742,0.24954
32,32768,34.03446,165.83333,1.0,0.42,1.60576,0.066493,26.317776,0.002869,1841,0.14212,-0.01,0.01111,0.00051,0.00496,-0.03711,0.26352
33,33792,32.02181,160.14286,1.0,0.42,1.667421,0.001682,30.98492,0.004478,1725,0.14157,-0.01,0.00907,-0.00015,0.0057,-0.02052,0.29496
34,34816,21.93727,175.16667,1.0,0.43,1.679708,-0.00179,27.042777,0.001099,1728,0.14013,-0.01,0.00852,-0.00011,0.00519,-0.08974,0.21904
35,35840,22.83035,166.5,1.0,0.44,1.658314,0.001169,37.16951,0.001669,2035,0.15017,-0.01,0.01096,-0.00162,0.00483,-0.06622,0.15658
36,36864,21.74963,170.375,0.875,0.48,1.68643,-0.000902,40.566036,0.002347,1929,0.14313,-0.01,0.01049,-0.00063,0.00501,-0.06556,0.29368
37,37888,18.28116,174.6,0.8,0.52,1.668952,0.089836,18.74585,0.00057,1768,0.14166,-0.01,0.01048,-0.00035,0.00569,-0.003,0.16442
38,38912,37.13013,148.0,1.0,0.58,1.648414,0.058872,16.980189,0.002644,1730,0.14965,-0.01,0.00876,-0.00734,0.00478,-0.00121,0.26533
39,39936,31.37215,186.0,0.83333,0.63,1.601218,0.002906,26.346471,0.002027,1803,0.15593,-0.01,0.0102,-0.01389,0.00542,-0.00103,0.24525
40,40960,41.67275,130.2,1.0,0.68,1.57315,-0.04224,39.103109,0.002337,1959,0.17648,-0.01,0.01232,-0.0253,0.00504,-0.03366,0.2822
41,41984,18.73429,162.57143,0.57143,0.72,1.499324,0.005594,40.601961,0.005322,2140,0.20651,-0.01,0.01227,-0.05343,0.00439,-0.01761,0.28204
42,43008,17.89818,233.75,0.5,0.74,1.454469,0.007502,22.900618,0.008094,2159,0.18993,-0.01,0.0103,-0.04818,0.00367,-8e-05,0.14359
43,44032,0.48253,288.0,0.33333,0.75,1.478216,-0.010906,34.232098,0.006097,2036,0.18873,-0.01,0.00685,-0.06542,0.00376,-0.03428,0.05439
44,45056,-15.77063,304.0,0.0,0.75,1.235388,-0.068269,19.84975,0.005978,2371,0.24195,-0.01,0.00512,-0.09533,0.0035,-0.03132,-0.0005
45,46080,-18.72641,268.8,0.0,0.75,1.601912,0.092146,31.711981,0.004156,2225,0.22438,-0.01,0.00668,-0.06178,0.00438,-0.02311,-0.00096
46,47104,-21.73547,292.66667,0.0,0.74,1.7509,-0.002027,24.5924,0.002871,2121,0.20757,-0.01,0.00581,-0.0406,0.00341,-0.03264,-0.00095
47,48128,-7.52251,134.0,0.0,0.73,1.704382,-0.033757,13.607724,0.006205,3603,0.31412,-0.01,0.0049,-0.099,0.00346,-0.04131,-0.00085
48,49152,-12.11232,375.0,0.0,0.7,1.787665,-0.002383,8.942105,0.001172,2327,0.19662,-0.01,0.00624,-0.03376,0.00436,-0.00513,0.0
49,50176,-6.76327,126.75,0.0,0.67,1.789807,-0.00737,13.678737,0.002546,2136,0.18209,-0.01,0.00584,-0.01678,0.00401,-0.0402,-0.00182
50,51200,10.59776,241.25,0.75,0.66,1.784929,0.001461,33.792145,0.001096,2457,0.18967,-0.01,0.00859,-0.02343,0.00447,-0.01612,0.11819
51,52224,2.74429,335.33333,0.33333,0.64,1.840819,-0.000154,11.298556,0.000873,2268,0.18685,-0.01,0.00647,-0.02214,0.00415,-0.00491,0.03577
52,53248,9.89865,217.0,0.5,0.61,1.839832,-0.000633,28.496889,0.000425,2165,0.18404,-0.01,0.00699,-0.02791,0.0046,-0.01829,0.14768
53,54272,4.80847,279.5,0.5,0.59,1.836966,0.03139,14.734072,0.002038,2048,0.19588,-0.01,0.00661,-0.03781,0.00461,-0.00675,0.07221
54,55296,25.36678,201.8,1.0,0.59,1.819534,0.02726,23.926091,0.000402,1634,0.16272,-0.01,0.00865,-0.01367,0.00464,-0.00425,0.17416
55,56320,32.38129,158.25,1.0,0.59,1.805763,0.040956,20.777127,0.000886,1830,0.17522,-0.01,0.00691,-0.02886,0.00518,-0.00275,0.18106
56,57344,22.36225,245.8,0.8,0.58,1.817067,0.064239,23.587564,0.002342,1980,0.17873,-0.01,0.00873,-0.02842,0.00459,-0.02952,0.20482
57,58368,-1.01586,296.0,0.66667,0.57,1.744944,-0.044731,6.791043,0.003122,1961,0.16854,-0.01,0.00849,-0.02314,0.00521,-0.00384,0.04054
58,59392,42.19427,170.0,1.0,0.57,1.734855,-0.107491,34.096126,0.001419,2270,0.18711,-0.01,0.00501,-0.02494,0.00463,-0.02451,0.22165
59,60416,6.10441,306.66667,0.5,0.56,1.723958,0.000279,10.345704,0.000583,1959,0.17714,-0.01,0.00647,-0.01846,0.00518,-0.00248,0.1192
60,61440,-8.18717,375.0,0.0,0.55,1.787911,0.010058,12.070533,0.002479,2085,0.1833,-0.01,0.00512,-0.03042,0.00406,-0.01591,0.0
61,62464,21.48904,252.14286,0.85714,0.54,1.758507,-4.3e-05,19.34866,0.000274,1747,0.15713,-0.01,0.00836,-0.01206,0.00584,-0.0029,0.22487
62,63488,0.58001,169.66667,0.33333,0.52,1.738382,0.021348,7.363654,0.000782,1800,0.16219,-0.01,0.00621,-0.00863,0.00485,-0.02519,0.028
63,64512,22.44018,265.16667,1.0,0.53,1.715601,0.000236,15.129308,0.000342,1857,0.16414,-0.01,0.00872,-0.01475,0.00516,-0.00174,0.19541
64,65536,1.40325,264.0,0.66667,0.52,1.698448,0.078167,16.300477,0.00087,1909,0.16562,-0.01,0.00557,-0.01055,0.00507,-0.03535,0.04678
65,66560,33.30282,235.75,1.0,0.54,1.700172,0.000446,13.247803,0.000673,1910,0.16245,-0.01,0.00678,-0.01101,0.00529,-0.00144,0.18121
66,67584,8.36205,300.5,0.5,0.54,1.690165,-0.001212,5.195478,0.000437,1828,0.162,-0.01,0.0069,-0.0105,0.00513,-0.00399,0.02764
67,68608,17.80831,243.83333,0.83333,0.56,1.712783,-0.000595,15.64237,0.000479,1742,0.15709,-0.01,0.0062,-0.00592,0.00485,-0.01638,0.16332
68,69632,9.62159,322.5,0.5,0.56,1.659732,-0.000446,11.991923,0.000363,2403,0.18143,-0.01,0.0066,-0.01497,0.00371,-0.0666,0.05064
69,70656,5.30138,286.33333,0.83333,0.61,1.723031,-0.000176,10.779628,0.000393,1948,0.16414,-0.01,0.00938,-0.0213,0.00563,-0.01445,0.12798
70,71680,41.93528,202.0,1.0,0.64,1.700053,-0.097211,11.574295,0.000458,1681,0.14791,-0.01,0.00727,-0.00956,0.0055,-0.00128,0.14284
71,72704,28.61591,212.5,1.0,0.7,1.709864,0.008497,11.090499,0.001152,1681,0.14908,-0.01,0.00775,-0.00817,0.00531,-0.00049,0.20484
72,73728,42.14484,190.14286,1.0,0.77,1.753638,0.044542,19.287914,0.002328,1599,0.14084,-0.01,0.00998,-0.00615,0.00574,0.00011,0.31181
73,74752,36.67645,160.5,1.0,0.79,1.744278,-0.000474,26.611232,0.000407,1836,0.15918,-0.01,0.00944,-0.0142,0.00469,-0.01412,0.18623
74,75776,16.17509,169.33333,0.66667,0.8,1.760686,-0.033394,16.063706,0.000377,1865,0.15642,-0.01,0.00801,-0.01357,0.0054,-0.0234,0.16202
75,76800,25.93118,177.5,0.75,0.82,1.756213,0.001889,23.750254,0.001453,1735,0.15765,-0.01,0.00932,-0.01242,0.00534,-0.01844,0.29956
76,77824,27.02416,145.0,0.875,0.81,1.734709,0.105577,46.050237,0.001968,1684,0.14992,-0.01,0.0108,-0.01406,0.00547,-0.03249,0.29609
77,78848,37.85338,135.28571,1.0,0.83,1.758497,-0.000124,25.974276,0.000532,1666,0.14681,-0.01,0.01099,-0.01316,0.00578,-0.00381,0.30633
78,79872,31.86636,138.6,1.0,0.83,1.742962,-8.8e-05,32.730327,0.002521,1875,0.16577,-0.01,0.01017,-0.01993,0.00441,-0.03831,0.24767
79,80896,29.07864,136.8,0.8,0.85,1.727251,0.001418,30.37017,0.002248,1989,0.17229,-0.01,0.00957,-0.0219,0.00464,-0.01627,0.22375
80,81920,16.54132,193.25,0.625,0.83,1.800015,-0.021311,16.09336,0.000259,1698,0.14808,-0.01,0.01022,-0.00901,0.00537,-0.01005,0.20212
81,82944,31.16062,161.16667,1.0,0.86,1.726422,0.000418,32.70394,0.002429,1882,0.16679,-0.01,0.01131,-0.01969,0.0042,-0.02656,0.2811
82,83968,36.94659,142.0,1.0,0.86,1.697377,-0.001102,21.898327,0.001285,2019,0.16769,-0.01,0.00966,-0.01711,0.00498,-0.04763,0.15327
83,84992,13.14109,229.57143,0.71429,0.85,1.734195,-0.036592,14.71938,0.000601,1680,0.14839,-0.01,0.00977,-0.00619,0.00556,-0.0009,0.17496
84,86016,16.37659,166.0,0.71429,0.84,1.723519,0.001162,28.569418,0.001605,1759,0.14944,-0.01,0.00942,-0.0047,0.00486,-0.05905,0.19912
85,87040,12.30937,183.8,0.8,0.85,1.702161,-0.000388,27.83918,0.001119,1936,0.15648,-0.01,0.00767,-0.00793,0.00474,-0.0818,0.15175
86,88064,14.91741,163.16667,0.66667,0.84,1.703644,-0.000333,17.355179,0.00013,1836,0.1469,-0.01,0.00748,-0.00397,0.00515,-0.03499,0.16529
87,89088,24.39578,185.8,0.8,0.83,1.685375,0.060334,32.47224,0.000573,1692,0.14583,-0.01,0.00863,-0.00436,0.00511,-0.0964,0.17997
88,90112,18.17271,177.83333,1.0,0.83,1.665731,0.08746,15.866928,0.000348,1695,0.14342,-0.01,0.00978,-0.00535,0.00515,-0.04496,0.21179
89,91136,27.82779,176.85714,0.85714,0.82,1.69089,0.011698,14.016049,0.000979,1781,0.15094,-0.01,0.01026,-0.00774,0.00482,-0.01135,0.27924
90,92160,32.26571,165.75,1.0,0.82,1.694781,-5.4e-05,19.4717,0.000485,1775,0.15153,-0.01,0.00814,-0.0069,0.00456,-0.02677,0.18497
91,93184,21.85292,201.0,0.8,0.83,1.703039,0.009798,16.875733,0.00033,1799,0.15017,-0.01,0.0097,-0.00686,0.00465,-0.0203,0.15166
92,94208,26.80186,164.57143,0.85714,0.84,1.689378,0.000292,15.67006,0.000266,1658,0.14599,-0.01,0.00951,-0.00523,0.00541,-0.02038,0.2391
93,95232,35.97941,186.33333,0.83333,0.83,1.677841,0.046201,12.319518,0.000269,1723,0.14929,-0.01,0.00888,-0.00784,0.00533,-0.02192,0.27439
94,96256,30.28034,195.25,1.0,0.84,1.701967,-0.011941,17.967765,0.000289,1699,0.14575,-0.01,0.00847,-0.00597,0.0056,-0.019,0.15614
95,97280,38.32284,159.5,1.0,0.84,1.57373,-0.055763,19.789136,0.002187,1868,0.16498,-0.01,0.00771,-0.01188,0.00401,-0.02333,0.20334
96,98304,22.6893,224.75,0.875,0.84,1.602468,8e-06,22.07818,0.00033,1698,0.14706,-0.01,0.00872,-0.00557,0.00509,-0.00093,0.24937
97,99328,23.48975,163.8,0.8,0.84,1.619163,-0.00058,16.321038,0.000713,1775,0.14815,-0.01,0.01019,-0.00718,0.0045,-0.02462,0.16702
98,100352,31.4127,176.66667,1.0,0.86,1.625963,-0.00035,21.525458,0.000228,1766,0.14571,-0.01,0.00977,-0.00448,0.00544,-0.05869,0.23451
99,101376,30.53388,165.85714,1.0,0.86,1.629986,-0.000285,12.422922,0.000613,1778,0.1437,-0.01,0.01006,-0.00746,0.00561,-0.01792,0.2861
100,102400,40.61856,150.6,1.0,0.88,1.610513,-0.040658,20.814043,0.000674,1924,0.14901,-0.01,0.00969,-0.00649,0.0057,-0.02005,0.25753
101,103424,25.53349,199.0,1.0,0.89,1.647679,-0.000774,22.781265,0.000484,1754,0.14018,-0.01,0.00918,-0.0077,0.00525,-0.01376,0.21323
102,104448,34.81544,156.85714,1.0,0.91,1.651186,0.044245,14.529554,0.000619,1771,0.14564,-0.01,0.01119,-0.00753,0.00532,-0.00193,0.30922
103,105472,27.87479,153.0,0.85714,0.92,1.639718,-0.00062,17.455852,0.000371,1862,0.14823,-0.01,0.01048,-0.00776,0.00474,-0.00811,0.25123
104,106496,39.86561,139.375,1.0,0.93,1.621581,-0.000218,20.525089,0.000633,1638,0.13636,-0.01,0.01127,-0.00487,0.00548,-0.02062,0.35459
105,107520,42.19458,134.83333,1.0,0.93,1.673843,0.000316,18.973394,0.000491,1753,0.14512,-0.01,0.01141,-0.00904,0.00504,-0.00177,0.28633
106,108544,28.40477,142.0,0.875,0.93,1.640123,-0.061856,24.342693,0.000948,1750,0.14467,-0.01,0.01017,-0.00832,0.0055,-0.03625,0.28724
107,109568,36.01899,130.0,0.83333,0.93,1.657553,-0.000425,20.307887,0.000344,1816,0.15094,-0.01,0.01069,-0.01404,0.00612,-0.00688,0.2871
108,110592,22.21262,136.0,0.85714,0.93,1.624881,-0.008047,29.948586,0.001234,1870,0.15368,-0.01,0.01035,-0.00985,0.00583,-0.11242,0.26634
109,111616,24.81351,151.66667,0.88889,0.93,1.700971,-0.090279,14.897454,0.000266,1681,0.13833,-0.01,0.01025,-0.00246,0.00581,-0.02477,0.30533
110,112640,43.27882,140.57143,1.0,0.93,1.660623,-5.3e-05,10.640465,0.000863,1642,0.13971,-0.01,0.01138,-0.00715,0.00517,0.00116,0.33075
111,113664,30.87525,136.875,0.875,0.93,1.61871,-0.001788,19.829691,0.000582,1709,0.14046,-0.01,0.01108,-0.00583,0.00556,-0.02342,0.30248
112,114688,19.90021,137.83333,1.0,0.94,1.572841,-0.045591,29.160366,0.000863,1821,0.14732,-0.01,0.01061,-0.00656,0.00492,-0.09558,0.22147
113,115712,37.1344,146.57143,1.0,0.94,1.555236,-0.000638,21.720939,9.7e-05,1818,0.1461,-0.01,0.0099,-0.00577,0.00567,-0.0273,0.32022
114,116736,27.48313,136.16667,0.83333,0.93,1.580488,0.000731,24.591511,0.000588,1937,0.15739,-0.01,0.01001,-0.00964,0.00497,-0.01949,0.2634
115,117760,25.62303,201.0,0.85714,0.92,1.607627,0.028197,22.626309,0.000667,1876,0.14698,-0.01,0.0115,-0.01091,0.00499,-0.05674,0.25664
116,118784,27.93438,129.57143,1.0,0.92,1.581684,-0.000422,16.535746,0.00055,1764,0.1396,-0.01,0.01083,-0.00774,0.0053,-0.00122,0.25771
117,119808,20.44956,132.57143,0.71429,0.91,1.537394,-0.022908,19.634414,0.000739,1725,0.14362,-0.01,0.01051,-0.00803,0.00537,-0.03346,0.19598
118,120832,31.36819,131.5,1.0,0.91,1.554388,-0.010562,20.866989,0.000481,1760,0.14704,-0.01,0.00995,-0.00779,0.00504,-0.04522,0.31913
119,121856,29.5766,115.2,0.8,0.89,1.47992,-0.110481,31.071002,0.001526,1885,0.14689,-0.01,0.01123,-0.00315,0.00529,-0.02591,0.41813
120,122880,30.6288,138.44444,0.77778,0.88,1.560727,-0.049704,16.951559,0.001566,1805,0.14577,-0.01,0.01145,-0.00292,0.00576,-0.03524,0.36332
121,123904,43.29702,99.57143,1.0,0.9,1.578632,0.018961,17.184493,0.00109,1777,0.14152,-0.01,0.01216,-0.00489,0.00542,-0.00183,0.35666
122,124928,31.62649,129.4,0.9,0.89,1.549463,8.6e-05,32.521712,0.000234,1832,0.14859,-0.01,0.01294,-0.00813,0.00497,-0.0762,0.43035
123,125952,16.25145,111.0,0.7,0.87,1.527304,-0.009066,52.956314,0.001654,1728,0.13947,-0.01,0.01198,-0.00456,0.00542,-0.09094,0.29038
124,126976,33.81321,115.0,1.0,0.88,1.592662,-0.0386,20.958713,0.000235,1736,0.1356,-0.01,0.012,-0.00544,0.00555,-0.02569,0.34767
125,128000,31.02462,130.16667,1.0,0.88,1.556607,-0.00018,25.89672,0.000761,1983,0.14552,-0.01,0.01202,-0.01228,0.00502,-0.06377,0.29131
126,129024,26.41769,138.11111,0.88889,0.88,1.534857,0.053303,24.453206,0.000508,1729,0.13298,-0.01,0.01179,-0.00333,0.005,-0.06151,0.32868
127,130048,30.03706,131.42857,1.0,0.89,1.562906,0.008941,14.403886,0.000986,1801,0.14052,-0.01,0.01105,-0.0041,0.00526,-0.01809,0.27793
128,131072,40.2735,137.77778,1.0,0.89,1.571003,0.002,11.970341,0.000581,1744,0.14002,-0.01,0.01074,-0.00617,0.00533,-0.00115,0.40643
129,132096,20.27137,147.0,0.85714,0.9,1.539549,0.10721,45.344835,0.001708,1839,0.14179,-0.01,0.01055,-0.00472,0.00498,-0.05728,0.22865
130,133120,43.67396,146.5,1.0,0.9,1.551021,-6.7e-05,9.348059,0.000162,1698,0.13278,-0.01,0.0111,-0.00349,0.00599,0.00259,0.27592
131,134144,35.32792,147.71429,0.85714,0.9,1.552578,-0.00019,21.269484,0.000216,1727,0.14251,-0.01,0.01081,-0.00526,0.00554,-0.03615,0.29213
132,135168,37.01963,130.42857,0.85714,0.91,1.541616,7.4e-05,10.009415,9.5e-05,1736,0.13842,-0.01,0.01065,-0.00171,0.005,-0.00431,0.29383
133,136192,25.01107,174.25,0.75,0.91,1.520398,-0.011188,26.841952,0.00065,1838,0.14026,-0.01,0.00762,-0.00174,0.00549,-0.07957,0.15503
134,137216,25.51378,169.83333,0.83333,0.9,1.499368,-0.000903,18.087759,0.000164,2057,0.14887,-0.01,0.01002,-0.0037,0.00476,-0.01853,0.25741
135,138240,29.16267,174.57143,0.71429,0.88,1.493957,-0.000291,7.449521,0.000155,1712,0.13793,-0.01,0.00798,-0.00298,0.00581,-0.00067,0.25713
136,139264,32.64465,148.16667,1.0,0.89,1.385572,0.086439,17.549899,0.000708,1875,0.14417,-0.01,0.00932,-0.00132,0.00514,-0.01539,0.2487
137,140288,31.46726,176.83333,0.83333,0.89,1.434402,-0.022565,8.814291,0.000195,1747,0.1451,-0.01,0.00849,-0.00208,0.00543,-0.00102,0.21761
138,141312,31.69679,160.57143,0.71429,0.89,1.47239,-0.000601,19.089345,0.000188,1741,0.13806,-0.01,0.0106,-0.00076,0.00533,-0.03506,0.25328
139,142336,27.57748,163.5,0.75,0.87,1.472829,-0.024208,13.784494,0.000702,1722,0.13545,-0.01,0.00967,-0.00176,0.00535,-0.00848,0.27862
140,143360,50.40248,120.16667,1.0,0.87,1.523633,-0.000701,17.490793,0.000398,1760,0.13363,-0.01,0.00992,-0.00117,0.00526,-0.01974,0.33011
141,144384,30.05133,149.42857,1.0,0.88,1.514028,-0.000224,19.515802,7.7e-05,1792,0.13186,-0.01,0.01073,-0.00182,0.00539,-0.02697,0.26491
142,145408,38.02186,149.55556,1.0,0.88,1.537187,-0.000458,10.480319,0.000143,1772,0.13518,-0.01,0.01086,-0.00207,0.00478,0.00018,0.41124
143,146432,38.03885,129.75,1.0,0.88,1.55965,-0.034619,16.185591,0.000627,1648,0.12919,-0.01,0.01187,-0.00069,0.00535,-0.03452,0.35228
144,147456,47.13787,132.14286,1.0,0.89,1.541937,-0.000326,14.711031,0.000223,1668,0.12902,-0.01,0.01227,-0.00138,0.00554,-0.0124,0.35269
145,148480,31.7916,124.71429,1.0,0.89,1.531279,0.007353,17.548096,0.000477,1742,0.13046,-0.01,0.01257,-0.00136,0.00538,-0.01593,0.26181
146,149504,31.64816,127.0,0.88889,0.89,1.546065,-0.000839,25.028755,0.000388,1732,0.13108,-0.01,0.01294,-0.00055,0.00516,-0.0482,0.36582
147,150528,29.41301,144.75,1.0,0.9,1.487653,0.000257,13.917559,0.000545,1793,0.1346,-0.01,0.00912,0.00031,0.00476,-0.02027,0.14572
148,151552,29.32618,151.0,0.85714,0.9,1.461268,-0.023141,9.990499,0.000502,1860,0.13853,-0.01,0.00981,-0.00088,0.0049,-0.0024,0.26345
149,152576,22.74124,159.875,0.875,0.92,1.555414,-0.058161,19.31297,0.000955,1784,0.13213,-0.01,0.01051,-0.00043,0.00568,-0.04116,0.25175
150,153600,27.7595,130.375,0.875,0.91,1.569091,-0.000338,20.606539,0.000361,1760,0.13551,-0.01,0.01094,-0.00077,0.00513,-0.0842,0.30549
151,154624,17.33585,151.85714,0.85714,0.92,1.56839,-0.001011,28.833103,0.000436,2064,0.14398,-0.01,0.01075,-0.0031,0.00448,-0.06395,0.24856
152,155648,42.0496,143.14286,1.0,0.93,1.615544,0.05402,17.867171,0.000653,1883,0.14361,-0.01,0.01027,-0.00614,0.00497,-0.01395,0.35639
153,156672,16.62599,198.0,0.8,0.94,1.587191,-0.00136,14.77702,0.000657,1852,0.13748,-0.01,0.01001,-0.00197,0.00514,-0.02618,0.15649
154,157696,42.39499,142.0,1.0,0.94,1.551416,-0.009211,8.916282,0.00064,1660,0.13073,-0.01,0.01044,-0.00122,0.00517,0.0014,0.30689
155,158720,40.2602,134.875,0.875,0.93,1.460638,0.02271,11.498544,0.001425,1723,0.1294,-0.01,0.00803,-0.00077,0.00511,-0.00878,0.36091
156,159744,41.21278,136.85714,1.0,0.93,1.422269,-0.106938,18.24268,0.000572,1745,0.13698,-0.01,0.00963,-0.00196,0.0051,-0.00116,0.32731
157,160768,34.37524,146.28571,1.0,0.93,1.445483,0.004672,22.85337,0.000988,1854,0.14011,-0.01,0.01179,-0.00454,0.00474,-0.017,0.30769
158,161792,31.46839,151.625,0.75,0.91,1.494867,-3e-05,31.178645,0.000314,1698,0.12901,-0.01,0.01195,-0.00272,0.00475,-0.04018,0.28983
159,162816,29.74683,137.0,0.88889,0.9,1.498725,0.053805,24.855032,0.00044,1801,0.13276,-0.01,0.01297,-0.00242,0.00511,-0.02412,0.34728
160,163840,42.27523,115.25,1.0,0.91,1.540093,0.000297,13.055407,0.001334,1694,0.12714,-0.01,0.01223,-0.00079,0.0053,0.00211,0.37164
161,164864,42.01056,113.5,1.0,0.92,1.499567,0.000138,31.563736,0.00081,1670,0.12635,-0.01,0.01191,-0.0029,0.00548,-0.09746,0.37452
162,165888,22.11434,131.28571,1.0,0.92,1.454685,-0.000589,23.358279,0.000219,1865,0.13593,-0.01,0.01237,-0.00215,0.00546,-0.02837,0.26855
163,166912,27.26835,121.125,0.875,0.92,1.447507,-0.027324,22.147503,0.000813,1783,0.13311,-0.01,0.01015,-0.00153,0.00514,-0.07498,0.31578
164,167936,26.88664,169.42857,0.85714,0.93,1.537978,-0.009604,9.972962,0.000971,1753,0.13205,-0.01,0.01147,-0.00228,0.00513,-0.00114,0.24234
165,168960,33.37941,135.88889,0.88889,0.92,1.561594,-0.014922,12.600113,0.000932,1808,0.12968,-0.01,0.01333,-0.00161,0.00476,-0.02711,0.3848
