iteration,env_steps,ep_return,ep_length,success_rate,success_rate_rolling,entropy,policy_loss,value_loss,approx_kl,sps,tx_per_agent_step,human_death_rate,false_complete_rate,cover_under_threat,objective_dist_under_threat,comp_time,comp_compliance,comp_report,comp_command,comp_combat,comp_terminal
58,59392,17.16838,205.0,0.33333,0.13,1.738561,0.036155,20.112082,0.004526,1109,0.10555,0.66667,0.0,,,-0.01,0.00916,0.00089,-0.01131,-0.00665,0.08295
59,60416,16.80832,251.0,0.33333,0.14,1.835219,0.000693,26.541185,0.00613,1317,0.12231,0.66667,0.0,,,-0.01,0.00847,0.0002,-0.01856,0.00049,0.09331
60,61440,2.23318,395.4,0.2,0.14,1.864887,-0.001964,18.815219,0.00495,1420,0.13471,1.0,0.5,,,-0.01,0.00886,-0.00023,-0.02245,-0.00076,0.06772
61,62464,-2.36057,317.0,0.0,0.14,1.833716,-0.011364,0.391318,0.006951,1210,0.12269,1.0,0.0,,,-0.01,0.01021,-0.00022,-0.01536,-0.00196,-0.00041
62,63488,-6.3265,450.0,0.0,0.14,1.792123,0.043501,0.284101,0.004316,1286,0.11823,0.0,0.0,,,-0.01,0.0076,0.00027,-0.01356,0.00184,0.0
63,64512,-2.06605,450.0,0.0,0.14,1.853325,0.033443,0.262338,0.009639,1395,0.12569,1.0,0.5,,,-0.01,0.00623,-0.00017,-0.01493,0.00154,0.0
64,65536,-5.81585,450.0,0.0,0.12,1.90231,-0.003595,0.179512,0.00545,1089,0.11592,1.0,1.0,,,-0.01,0.00767,-0.00013,-0.01622,-0.00062,0.0
65,66560,8.45264,382.33333,0.33333,0.11,1.900798,0.000719,13.396129,0.005516,1108,0.11263,1.0,0.0,,,-0.01,0.00894,0.00126,-0.01383,-0.00013,0.04961
66,67584,43.52145,302.5,1.0,0.13,1.873355,0.005739,37.812711,0.005198,1385,0.10925,0.5,0.0,,,-0.01,0.00733,-0.0001,-0.01406,0.00088,0.14769
67,68608,17.90503,315.25,0.5,0.15,1.921974,-0.135197,43.091447,0.008527,1230,0.10621,0.5,0.0,,,-0.01,0.00821,9e-05,-0.01519,-0.00151,0.12263
68,69632,9.08919,417.0,0.5,0.16,1.904429,0.020185,5.525825,0.004985,939,0.10275,1.0,0.0,,,-0.01,0.00758,0.0011,-0.01189,-0.00061,0.03078
69,70656,45.38108,259.5,1.0,0.2,1.876591,0.052517,61.483456,0.009192,1411,0.10668,0.25,1.0,,,-0.01,0.00748,-0.00145,-0.01361,0.00217,0.30743
70,71680,-5.88538,450.0,0.0,0.19,1.951625,0.002888,1.367999,0.004355,1143,0.11591,1.0,0.5,,,-0.01,0.00932,-0.00209,-0.01441,-0.00188,0.0
71,72704,8.8959,424.0,0.5,0.2,1.841801,-0.011962,6.15977,0.004638,1370,0.11366,0.5,1.0,,,-0.01,0.00937,-0.00189,-0.01302,-0.00366,0.04414
72,73728,11.80207,331.25,0.75,0.22,1.933624,0.045623,23.079262,0.006556,1506,0.12422,0.75,0.625,,,-0.01,0.00698,-0.00231,-0.01733,0.00137,0.11233
73,74752,-3.19914,361.66667,0.0,0.22,1.89823,-0.056579,1.008813,0.005054,1311,0.13596,1.0,0.75,,,-0.01,0.00979,-0.00183,-0.01347,-0.00113,-0.00044
74,75776,-5.24385,450.0,0.0,0.22,1.835911,-0.00473,0.592801,0.009184,1180,0.12669,1.0,0.71429,,,-0.01,0.00918,-0.00108,-0.01562,-0.00218,0.0
75,76800,30.06455,261.0,1.0,0.24,1.892374,0.002008,27.841383,0.005783,1568,0.14682,1.0,1.0,,,-0.01,0.00739,-0.00028,-0.01931,-0.00153,0.12008
76,77824,-5.70144,450.0,0.0,0.24,1.828331,-0.00205,0.731095,0.008855,1226,0.12729,1.0,0.5,,,-0.01,0.00958,-0.00153,-0.01341,-0.00289,0.0
77,78848,8.56125,303.0,0.5,0.26,1.89158,-0.056773,21.13987,0.011083,1332,0.11837,0.75,0.0,,,-0.01,0.00852,0.00017,-0.01388,-0.00433,0.07733
78,79872,-5.04637,450.0,0.0,0.26,1.868028,0.035893,0.658628,0.01027,1318,0.15299,1.0,0.83333,,,-0.01,0.00788,-0.00266,-0.01434,-0.00203,0.0
79,80896,-4.01633,450.0,0.0,0.26,1.883237,0.000281,0.839796,0.007681,1445,0.16062,1.0,0.0,,,-0.01,0.00883,-0.00084,-0.01923,-0.00161,0.0
80,81920,6.42455,396.0,0.5,0.28,1.905742,-0.002915,20.104745,0.008167,1503,0.14008,1.0,0.44444,,,-0.01,0.0084,-0.00019,-0.01714,-0.00127,0.08205
81,82944,-6.397,450.0,0.0,0.28,1.985089,0.072825,0.472259,0.005996,1029,0.13387,1.0,0.4,,,-0.01,0.00787,-0.00026,-0.02123,-0.00386,0.0
82,83968,nan,nan,0.0,0.28,1.755018,-0.050367,0.456438,0.007007,1322,0.14562,0.0,0.0,,,-0.01,0.00656,-0.00091,-0.01419,-0.00308,0.0
83,84992,-5.48292,450.0,0.0,0.28,1.812271,-0.001494,0.331706,0.008277,1291,0.14072,0.66667,0.5,,,-0.01,0.00753,-0.00066,-0.01207,-0.00031,0.0
84,86016,-6.8745,450.0,0.0,0.28,1.836064,0.040761,0.281466,0.006465,1046,0.12913,1.0,0.75,,,-0.01,0.00984,0.0,-0.0182,-0.0012,0.0
85,87040,nan,nan,0.0,0.28,1.811514,0.038743,0.45247,0.00763,1133,0.12616,0.0,0.0,,,-0.01,0.00957,-0.00066,-0.01445,-0.00396,0.0
86,88064,-4.92236,450.0,0.0,0.28,1.809506,-0.054762,0.205846,0.007851,1333,0.14495,1.0,0.5,,,-0.01,0.00705,-0.00031,-0.01963,0.0006,0.0
87,89088,-6.52058,419.0,0.0,0.28,1.781347,-0.003199,0.246692,0.003649,1087,0.13567,1.0,1.0,,,-0.01,0.00856,-9e-05,-0.0187,0.00185,-0.0004
88,90112,-5.33344,450.0,0.0,0.27,1.770411,-0.124698,0.260522,0.005889,863,0.12738,1.0,1.0,,,-0.01,0.00895,0.00073,-0.01426,0.00079,0.0
89,91136,nan,nan,0.0,0.27,1.802456,-0.005608,0.260451,0.004396,1177,0.15194,0.0,0.0,,,-0.01,0.00713,-0.00185,-0.01582,-0.00092,0.0
90,92160,-5.96689,450.0,0.0,0.25,1.827084,0.030342,0.154777,0.006942,1290,0.13484,1.0,0.5,,,-0.01,0.00821,-0.00042,-0.01439,-0.00229,0.0
91,93184,-4.67307,397.0,0.0,0.23,1.763291,0.030494,0.157778,0.004573,908,0.10777,1.0,0.0,,,-0.01,0.00887,0.00047,-0.01529,-0.00046,-0.00036
92,94208,nan,nan,0.0,0.23,1.716876,-0.015078,0.16883,0.005723,1010,0.12085,0.0,0.0,,,-0.01,0.0079,-0.00024,-0.01115,-0.00262,0.0
93,95232,-4.29975,328.33333,0.0,0.23,1.800057,0.012935,0.118354,0.006465,1130,0.11523,1.0,0.0,,,-0.01,0.00643,-0.00074,-0.01323,-0.00232,-0.00085
94,96256,-5.15631,450.0,0.0,0.23,1.842532,-0.00362,0.130503,0.00613,973,0.10645,0.6,0.0,,,-0.01,0.00998,-0.0003,-0.01216,0.0023,0.0
95,97280,53.26409,211.5,1.0,0.25,1.816645,0.001516,34.409433,0.00656,1042,0.09198,1.0,0.0,,,-0.01,0.00994,0.00012,-0.00784,-0.00252,0.13208
96,98304,29.28612,226.75,0.75,0.27,1.819113,-0.107512,70.414839,0.007305,1215,0.11945,1.0,0.5,,,-0.01,0.009,2e-05,-0.01043,0.00184,0.17905
97,99328,-3.86506,450.0,0.0,0.26,1.854342,-0.137854,0.681933,0.006121,1128,0.13524,1.0,0.0,,,-0.01,0.00819,-0.00296,-0.01295,-0.00039,0.0
98,100352,17.55578,355.75,0.5,0.27,1.805753,0.030817,21.726866,0.006723,1159,0.12175,1.0,0.625,,,-0.01,0.00811,-0.00059,-0.01559,3e-05,0.11709
99,101376,-5.10311,450.0,0.0,0.27,1.818201,-0.005078,0.290325,0.009023,1148,0.12919,0.0,1.0,,,-0.01,0.0067,0.00023,-0.01392,-0.00031,0.0
100,102400,-4.61239,450.0,0.0,0.27,1.795671,-0.003144,0.203263,0.004442,1190,0.14151,1.0,0.5,,,-0.01,0.00729,-0.00178,-0.0106,0.00088,0.0
101,103424,-6.0966,450.0,0.0,0.27,1.817914,-0.001993,0.232692,0.004862,1229,0.13931,1.0,1.0,,,-0.01,0.0074,-0.00086,-0.01321,-0.00087,0.0
102,104448,-4.66732,450.0,0.0,0.27,1.747076,-0.00272,0.185554,0.003461,1067,0.13434,0.66667,0.6,,,-0.01,0.01033,-0.00131,-0.00952,0.00178,0.0
103,105472,-4.33928,450.0,0.0,0.26,1.750471,-0.003134,0.200079,0.005161,1180,0.13025,1.0,1.0,,,-0.01,0.01004,-0.00123,-0.0114,-0.00131,0.0
104,106496,-4.582,450.0,0.0,0.26,1.777503,-0.003157,0.155658,0.005329,1242,0.1361,1.0,0.5,,,-0.01,0.00705,-0.00176,-0.00992,0.00072,0.0
105,107520,-3.73521,450.0,0.0,0.22,1.807937,-0.002428,0.155809,0.005201,1087,0.10626,0.75,0.66667,,,-0.01,0.00773,-0.00026,-0.01081,-0.00107,0.0
106,108544,-3.39884,307.0,0.0,0.22,1.811925,-0.003085,0.136431,0.005489,1086,0.11426,1.0,1.0,,,-0.01,0.00619,-0.00109,-0.01023,0.00143,-0.00035
107,109568,13.768,378.0,0.25,0.2,1.778137,-0.05421,36.237645,0.006383,1081,0.10749,0.5,0.0,,,-0.01,0.00788,-0.00145,-0.01195,0.0023,0.0872
108,110592,18.61496,383.5,0.5,0.19,1.766837,-0.0025,15.117478,0.005225,1204,0.12275,1.0,1.0,,,-0.01,0.00742,-0.00107,-0.01282,-0.00244,0.06621
109,111616,4.1716,293.2,0.2,0.18,1.815294,0.03883,12.772193,0.005571,1218,0.11817,1.0,0.5,,,-0.01,0.00631,-0.00145,-0.01309,-0.00073,0.05552
110,112640,24.11734,295.0,0.5,0.18,1.798604,-0.061999,39.723292,0.00531,1099,0.10467,0.75,0.0,,,-0.01,0.00576,-0.00079,-0.01591,0.00037,0.14141
111,113664,13.87018,200.8,0.4,0.19,1.826417,0.020699,17.580176,0.004866,1018,0.10912,0.8,0.5,,,-0.01,0.00822,0.00021,-0.0146,0.00052,0.10725
112,114688,36.42423,258.6,0.8,0.22,1.901653,0.00398,55.406512,0.007006,1180,0.13751,0.0,0.46154,,,-0.01,0.00781,-0.00463,-0.01413,0.00152,0.25606
113,115712,53.70526,238.0,1.0,0.22,1.921473,0.043922,11.440428,0.006265,998,0.13899,0.0,0.75,,,-0.01,0.00928,-0.01263,-0.01385,0.00167,0.06887
114,116736,26.8902,328.4,0.8,0.25,1.935682,0.059101,39.105998,0.005785,1221,0.14127,0.8,0.79032,,,-0.01,0.00833,-0.00952,-0.0181,-0.00046,0.23388
115,117760,30.34207,351.66667,1.0,0.28,1.988697,0.00654,20.147005,0.00481,926,0.13758,0.66667,0.60377,,,-0.01,0.01088,-0.00876,-0.01624,-9e-05,0.1266
116,118784,-3.87465,186.0,0.0,0.27,1.996624,-0.052189,3.923542,0.005049,1233,0.15967,1.0,0.66667,,,-0.01,0.00861,-0.01635,-0.0152,-0.00636,-0.00042
117,119808,-7.02788,339.0,0.0,0.26,1.865063,0.002724,1.704016,0.00883,1497,0.15479,1.0,0.61364,,,-0.01,0.00713,-0.0175,-0.01958,-0.00118,-0.00095
118,120832,19.18917,350.0,0.66667,0.3,1.8356,0.076941,35.761364,0.005468,1060,0.1264,0.83333,0.82456,,,-0.01,0.00884,-0.00413,-0.02187,0.00084,0.21437
119,121856,37.26115,175.0,1.0,0.35,1.838876,0.010694,53.529296,0.00715,1212,0.13793,0.6,0.71429,,,-0.01,0.01033,-0.00586,-0.01616,0.00301,0.28069
120,122880,30.66221,295.25,0.75,0.38,1.914547,0.000798,37.069079,0.011511,1136,0.14599,0.75,0.47887,,,-0.01,0.01069,-0.00606,-0.01774,-0.00136,0.19161
121,123904,nan,nan,0.0,0.38,1.933206,0.028155,3.986273,0.004002,1171,0.16295,0.0,0.0,,,-0.01,0.01022,-0.02583,-0.01944,-0.00111,0.0
122,124928,8.55202,356.66667,0.66667,0.4,1.872457,0.000941,15.402456,0.008303,1483,0.17821,1.0,0.7619,,,-0.01,0.00856,-0.01406,-0.01735,-0.00228,0.08783
123,125952,-9.51881,450.0,0.0,0.4,1.786607,0.006752,1.340838,0.009112,1224,0.14171,1.0,0.62903,,,-0.01,0.00692,-0.00544,-0.01743,-0.00093,0.0
124,126976,21.47679,314.66667,0.66667,0.44,1.680809,0.046423,28.606584,0.008011,1118,0.11825,1.0,0.74242,,,-0.01,0.00675,-0.00268,-0.0135,0.00173,0.2064
125,128000,31.39379,325.0,1.0,0.45,1.825201,-0.001224,9.383289,0.005323,1140,0.14357,1.0,0.42857,,,-0.01,0.00783,-0.00534,-0.01635,0.00376,0.04985
126,129024,23.02327,370.25,0.5,0.47,1.845349,-0.034296,31.078338,0.002323,1085,0.1262,0.0,0.74286,,,-0.01,0.00943,-0.00815,-0.01869,0.00097,0.15447
127,130048,-4.39327,450.0,0.0,0.47,1.875273,-0.000626,4.115773,0.005921,1290,0.15426,1.0,0.0,,,-0.01,0.00978,-0.01716,-0.0168,-0.00459,0.0
128,131072,-10.0896,380.66667,0.0,0.45,1.769219,-0.027581,1.992275,0.010085,1559,0.14835,0.66667,0.68354,,,-0.01,0.00799,-0.00662,-0.01776,-0.00149,-0.0005
129,132096,22.80378,319.66667,0.5,0.45,1.669923,0.000194,50.647713,0.005205,1261,0.11804,0.5,0.78125,,,-0.01,0.00571,-0.00326,-0.01313,0.00495,0.22599
130,133120,58.28522,168.0,1.0,0.46,1.715291,0.02547,33.960166,0.007726,1399,0.14707,0.0,0.375,,,-0.01,0.0083,-0.00446,-0.01143,-0.00144,0.18879
131,134144,-10.60372,450.0,0.0,0.45,1.787632,0.002842,2.553522,0.005522,1697,0.19805,1.0,0.78947,,,-0.01,0.00973,-0.0148,-0.01397,0.00135,0.0
132,135168,6.94861,392.33333,0.33333,0.46,1.831966,0.001095,14.13693,0.008109,1656,0.18303,0.66667,0.65625,,,-0.01,0.00663,-0.01422,-0.01598,0.00018,0.07071
133,136192,-6.48473,450.0,0.0,0.46,1.853275,0.040583,0.918878,0.005663,1034,0.13864,0.5,0.66154,,,-0.01,0.01073,-0.00207,-0.01519,0.00072,0.0
134,137216,28.53644,296.33333,0.66667,0.48,1.896404,0.038889,23.401421,0.007791,1156,0.16072,1.0,0.55172,,,-0.01,0.00919,-0.00761,-0.01888,0.00134,0.13644
135,138240,40.95135,286.0,1.0,0.49,1.890833,0.022236,11.05108,0.00615,1208,0.16255,1.0,0.875,,,-0.01,0.01086,-0.00802,-0.01922,0.00065,0.06675
136,139264,4.23707,415.25,0.25,0.5,1.789557,0.038364,9.006264,0.004238,1118,0.13952,1.0,0.71429,,,-0.01,0.0086,-0.00433,-0.01909,-9e-05,0.06232
137,140288,nan,nan,0.0,0.5,1.871035,0.033764,1.515848,0.007113,1321,0.16886,0.0,0.0,,,-0.01,0.00794,-0.0029,-0.02258,0.00142,0.0
138,141312,9.80001,436.66667,0.33333,0.51,1.82127,0.001275,11.754099,0.006379,1231,0.15276,1.0,0.64,,,-0.01,0.0106,-0.0027,-0.01968,-0.00134,0.07396
139,142336,1.33708,441.0,0.25,0.51,1.887887,0.106601,8.818414,0.004026,1341,0.16133,1.0,0.6087,,,-0.01,0.00981,-0.00556,-0.01846,0.00243,0.05258
140,143360,39.31082,236.2,0.8,0.54,1.783508,0.035443,45.301895,0.009259,1114,0.14102,0.6,0.7,,,-0.01,0.00897,-0.00287,-0.01464,0.00236,0.26512
141,144384,5.68593,425.5,0.5,0.54,1.802186,-0.00159,7.477496,0.004604,1153,0.16673,1.0,0.78571,,,-0.01,0.0088,-0.00484,-0.02182,0.00019,0.03587
142,145408,-4.57655,147.0,0.0,0.53,1.85867,0.063052,1.839643,0.008242,1348,0.17696,1.0,0.0,,,-0.01,0.0073,-0.00324,-0.02135,-0.00138,-0.00042
143,146432,2.06141,367.2,0.2,0.51,1.871145,-0.001737,9.801287,0.004227,1131,0.14523,1.0,0.59259,,,-0.01,0.00819,-0.00125,-0.01927,-4e-05,0.0598
144,147456,27.3734,302.16667,0.83333,0.53,1.822058,0.003417,41.978011,0.005627,1121,0.13287,0.83333,0.75,,,-0.01,0.00926,-0.00081,-0.01401,-0.00175,0.24677
145,148480,21.52509,180.0,0.5,0.53,1.843474,0.066211,11.327214,0.004301,977,0.13782,1.0,0.0,,,-0.01,0.01063,-0.00075,-0.02024,-0.00176,0.05966
146,149504,40.80592,244.66667,1.0,0.53,1.89846,0.04902,27.487453,0.007988,1140,0.15506,0.66667,0.27273,,,-0.01,0.01029,-0.00237,-0.01891,2e-05,0.18328
