iteration,env_steps,ep_return,ep_length,success_rate,success_rate_rolling,entropy,policy_loss,value_loss,approx_kl,sps,comp_time,comp_compliance,comp_report,comp_command,comp_combat,comp_terminal
102,104448,9.40136,196.83333,0.83333,0.8,1.393498,0.071234,2.811484,0.002066,1468,-0.01,0.00712,0.0009,0.00465,0.00269,0.0793
103,105472,17.18869,215.0,0.8,0.8,1.477539,-0.00335,2.88779,0.004734,1316,-0.01,0.00633,-0.00068,0.00416,0.0055,0.10189
104,106496,22.75366,190.16667,1.0,0.81,1.432131,-0.00215,2.690764,0.002709,1308,-0.01,0.00729,0.00218,0.00501,0.00323,0.15255
105,107520,19.57961,164.71429,1.0,0.84,1.371473,0.086569,4.898495,0.001751,1296,-0.01,0.00897,0.00142,0.00429,0.00629,0.15463
106,108544,22.93621,167.33333,1.0,0.85,1.408919,-0.002075,2.635889,0.002438,1382,-0.01,0.0081,0.00123,0.00487,0.00388,0.08221
107,109568,19.55067,188.71429,1.0,0.87,1.390886,-0.003108,3.402351,0.005577,1325,-0.01,0.00805,0.00152,0.00395,0.0021,0.16143
108,110592,18.47206,158.85714,0.85714,0.87,1.416416,-0.021639,2.566988,0.004169,1315,-0.01,0.00749,0.00036,0.00409,0.00494,0.15133
109,111616,21.88545,164.8,1.0,0.87,1.449362,0.143083,4.944609,0.003992,1259,-0.01,0.00826,0.00079,0.00511,0.00179,0.12368
110,112640,12.73172,158.83333,0.83333,0.86,1.399405,0.000118,4.580222,0.002261,1354,-0.01,0.0068,-0.00042,0.00482,0.00257,0.0957
111,113664,18.00128,189.85714,1.0,0.87,1.457908,-0.002281,2.59911,0.002814,1391,-0.01,0.00753,0.00016,0.00375,0.00327,0.16295
112,114688,9.89356,220.0,0.66667,0.86,1.427806,-0.000921,4.404591,0.002102,1508,-0.01,0.00559,-0.00037,0.00425,0.00077,0.04282
113,115712,17.51048,180.42857,1.0,0.87,1.412764,-0.001167,3.620328,0.002296,1280,-0.01,0.00809,0.00071,0.00441,0.0035,0.1457
114,116736,17.48414,140.4,1.0,0.9,1.408976,-0.001769,2.042492,0.00195,1327,-0.01,0.00661,-0.0009,0.00533,0.00751,0.1037
115,117760,22.91962,168.57143,0.85714,0.9,1.380022,-0.001971,3.371063,0.002593,1298,-0.01,0.00632,0.00069,0.00516,0.00379,0.18843
116,118784,19.54585,151.5,0.875,0.91,1.441644,0.060815,10.355997,0.004567,1232,-0.01,0.00781,0.00031,0.00423,0.00335,0.18009
117,119808,18.43253,142.625,1.0,0.92,1.451396,-0.054578,3.270221,0.004856,1242,-0.01,0.00861,0.00096,0.00523,0.00602,0.16599
118,120832,21.53626,136.375,0.875,0.92,1.421796,-0.018281,5.361161,0.002707,1261,-0.01,0.00898,-0.00036,0.00481,0.00281,0.19424
119,121856,17.40561,140.25,1.0,0.94,1.390465,-0.001284,4.314623,0.001968,1255,-0.01,0.0093,-0.00032,0.00358,0.00515,0.16192
120,122880,20.7953,144.33333,1.0,0.94,1.481403,0.068772,4.51791,0.003405,1239,-0.01,0.00842,0.00025,0.00397,0.00501,0.13693
121,123904,18.94828,153.83333,0.83333,0.93,1.405331,-0.025689,2.952187,0.002798,1180,-0.01,0.00857,-0.00061,0.00495,0.00267,0.11737
122,124928,23.88803,166.16667,1.0,0.93,1.400082,0.015386,2.475871,0.008558,1183,-0.01,0.00791,-0.00283,0.00514,0.00375,0.14926
123,125952,15.06002,170.0,0.83333,0.93,1.353256,0.000741,3.100093,0.003614,1207,-0.01,0.00949,-0.00162,0.00432,0.00244,0.10052
124,126976,18.4735,147.33333,1.0,0.93,1.288953,0.00035,2.970088,0.001716,1310,-0.01,0.00682,-0.00273,0.00522,0.00274,0.1325
125,128000,15.22788,181.0,0.8,0.92,1.367718,-0.001487,3.578695,0.002601,1343,-0.01,0.00823,-0.00121,0.00394,0.00178,0.09353
126,129024,13.34046,178.42857,0.57143,0.9,1.45199,0.103227,5.303455,0.005098,1207,-0.01,0.00829,-0.00278,0.00466,0.00459,0.11126
127,130048,19.81646,162.125,0.875,0.9,1.450383,0.017147,3.861592,0.003926,1256,-0.01,0.0075,-0.00028,0.00423,0.00603,0.17983
128,131072,23.96504,116.16667,1.0,0.9,1.438908,0.044266,6.349262,0.004885,1166,-0.01,0.00924,-0.00141,0.00484,0.00304,0.15182
129,132096,8.53759,169.0,0.57143,0.87,1.372785,0.084134,5.896987,0.0067,1343,-0.01,0.00852,-0.00083,0.00372,-0.00084,0.08303
130,133120,13.93931,174.4,0.8,0.87,1.470945,-0.050349,3.460931,0.004762,1386,-0.01,0.00928,-0.00378,0.00544,0.00078,0.09278
131,134144,14.92332,182.14286,0.85714,0.87,1.594952,-0.045765,6.483427,0.004468,1268,-0.01,0.00859,-0.0016,0.00539,0.00323,0.12047
132,135168,22.07381,162.33333,1.0,0.87,1.527279,-0.000151,3.585243,0.002533,1245,-0.01,0.00918,-0.00183,0.00566,0.00758,0.1408
133,136192,24.65487,160.0,1.0,0.88,1.512769,-0.001497,3.726172,0.002052,1265,-0.01,0.00853,-0.0021,0.00568,0.00344,0.13242
134,137216,14.8687,177.0,1.0,0.88,1.453996,-0.00013,5.013344,0.002448,1425,-0.01,0.00907,-0.00399,0.00413,0.00153,0.14518
135,138240,11.05116,150.4,0.8,0.87,1.401254,0.000673,3.655784,0.002523,1282,-0.01,0.00594,-0.00469,0.00581,-0.00358,0.06818
136,139264,10.48856,164.6,0.8,0.86,1.352635,-0.001824,2.988302,0.004078,1389,-0.01,0.00678,-0.00272,0.00505,-0.0004,0.06978
137,140288,8.85112,204.14286,0.71429,0.84,1.516887,-0.001923,2.112807,0.003782,1328,-0.01,0.00797,-0.00029,0.00583,0.00426,0.07976
138,141312,17.48309,171.85714,0.85714,0.84,1.539324,-0.003394,4.713691,0.002123,1349,-0.01,0.0077,-0.00059,0.00477,0.00178,0.15376
139,142336,18.80506,162.4,1.0,0.85,1.579034,-0.002251,2.828249,0.001876,1288,-0.01,0.00989,-0.00229,0.0053,0.00501,0.10598
140,143360,21.43424,164.28571,1.0,0.85,1.524237,-0.000359,4.043221,0.002324,1239,-0.01,0.00781,-0.00204,0.00556,0.00499,0.16283
141,144384,20.00278,144.28571,0.85714,0.86,1.438674,0.014176,3.751637,0.004806,1191,-0.01,0.00746,-0.00153,0.00507,0.00362,0.14861
142,145408,21.08436,139.42857,1.0,0.88,1.466892,-0.001931,6.022586,0.002563,1209,-0.01,0.00921,-0.00014,0.00494,0.00401,0.16434
143,146432,16.66875,139.44444,0.88889,0.88,1.476512,-0.042053,6.366115,0.002985,1194,-0.01,0.00798,-0.001,0.00479,0.00336,0.18232
144,147456,18.24839,131.0,1.0,0.89,1.600268,0.070435,6.076013,0.010233,1286,-0.01,0.00904,-0.00344,0.005,0.00438,0.105
145,148480,18.85788,159.625,1.0,0.91,1.467432,0.016352,3.373947,0.005263,1268,-0.01,0.0074,-0.00355,0.00554,0.00321,0.18687
146,149504,19.50453,143.5,0.875,0.91,1.541935,0.086643,7.334201,0.003857,1222,-0.01,0.00805,-0.00179,0.00542,0.00531,0.1752
147,150528,20.54695,135.0,1.0,0.92,1.492621,0.008702,4.381674,0.004787,1260,-0.01,0.00872,-0.00193,0.00447,0.00347,0.1172
148,151552,16.5853,152.875,1.0,0.92,1.469449,-0.00068,3.884326,0.003138,1313,-0.01,0.00873,-0.00023,0.00563,0.00029,0.16353
149,152576,13.44933,140.16667,0.83333,0.91,1.490248,0.028094,3.598383,0.004637,1293,-0.01,0.00954,-0.00257,0.00598,0.00569,0.09872
150,153600,21.28549,147.0,1.0,0.92,1.473789,-0.04913,3.569454,0.007128,1188,-0.01,0.00813,-0.00383,0.00559,0.00411,0.15439
151,154624,17.47726,166.5,0.83333,0.93,1.467404,-0.000418,5.643361,0.002901,1409,-0.01,0.00853,-0.0124,0.00567,0.00011,0.13824
152,155648,15.92992,193.57143,0.71429,0.92,1.519774,0.055434,2.505616,0.002101,1252,-0.01,0.00813,-0.0047,0.00612,0.00584,0.13413
153,156672,12.58237,169.0,0.66667,0.91,1.467142,0.000904,4.19716,0.007069,1336,-0.01,0.00805,-0.00261,0.00523,-0.00099,0.0477
154,157696,13.97968,200.66667,0.83333,0.91,1.457519,-0.001293,2.450903,0.00093,1326,-0.01,0.00768,-0.00469,0.00495,0.00318,0.10353
155,158720,14.65636,219.8,0.8,0.9,1.456122,-0.002221,1.927452,0.003573,1349,-0.01,0.00697,-0.00584,0.00471,0.00291,0.09176
156,159744,10.80979,223.0,0.75,0.89,1.460316,-0.002678,1.553695,0.003109,1341,-0.01,0.00793,-0.00519,0.00587,2e-05,0.05809
157,160768,21.03544,215.5,1.0,0.9,1.524879,-0.035475,2.173262,0.002519,1355,-0.01,0.00688,-0.00598,0.00552,0.0039,0.10562
158,161792,11.6578,269.75,0.75,0.89,1.477351,-0.007222,1.695112,0.003251,1289,-0.01,0.00805,-0.00546,0.005,0.00167,0.05789
159,162816,10.42767,217.33333,0.66667,0.88,1.401042,0.108179,2.364189,0.005702,1358,-0.01,0.00579,-0.00483,0.00499,-0.00078,0.04093
160,163840,12.48794,251.6,0.8,0.87,1.490641,-0.001133,2.077099,0.001874,1231,-0.01,0.00644,-0.00431,0.00607,0.00143,0.07517
161,164864,12.42385,262.2,0.8,0.87,1.524902,-0.055494,2.44501,0.008026,1404,-0.01,0.00599,-0.00362,0.00476,0.00047,0.08891
162,165888,8.39266,258.0,0.5,0.86,1.556179,-0.001559,1.591743,0.003839,1473,-0.01,0.00572,-0.00279,0.00503,0.00288,0.02181
163,166912,8.07419,277.5,0.75,0.85,1.55614,-0.001791,2.849843,0.003288,1372,-0.01,0.00704,-0.00209,0.00518,0.00276,0.04351
164,167936,18.26089,220.85714,0.85714,0.84,1.551229,0.000653,2.515582,0.004233,1204,-0.01,0.00692,-0.00049,0.00605,0.00691,0.13663
165,168960,28.53107,174.66667,1.0,0.85,1.534933,0.120009,4.779638,0.002229,1234,-0.01,0.00839,-0.00049,0.00586,0.00098,0.09229
166,169984,14.67149,213.14286,0.85714,0.84,1.557536,-0.031595,3.237653,0.002673,1263,-0.01,0.00875,-0.00063,0.00571,0.00288,0.11487
167,171008,23.93549,188.6,1.0,0.84,1.534669,-0.01947,2.455117,0.007658,1322,-0.01,0.0076,-0.00176,0.00542,0.00268,0.14164
168,172032,11.97337,202.0,0.5,0.82,1.579209,0.095257,3.736528,0.004282,1230,-0.01,0.00675,-0.00071,0.0054,0.00526,0.0519
169,173056,19.24827,212.5,0.66667,0.81,1.556868,0.000861,3.607702,0.008026,1344,-0.01,0.00593,-0.00158,0.0062,0.00361,0.1298
170,174080,12.44992,238.5,0.5,0.79,1.466031,-0.00261,2.225385,0.004022,1230,-0.01,0.00736,-0.00448,0.00661,0.00449,0.05916
171,175104,16.05583,204.42857,0.71429,0.77,1.446869,-0.000851,3.248012,0.004728,1323,-0.01,0.00705,-0.00025,0.0058,0.00273,0.1329
172,176128,22.2839,182.0,1.0,0.78,1.409402,0.027967,1.908372,0.005441,1195,-0.01,0.0061,-0.00142,0.00597,0.0013,0.04578
173,177152,19.15014,191.2,1.0,0.79,1.380485,-0.043438,2.877657,0.002431,1295,-0.01,0.00635,-0.00112,0.00611,0.00328,0.11326
174,178176,11.35454,231.85714,0.57143,0.78,1.379859,0.031314,1.486887,0.002606,1269,-0.01,0.00529,0.00066,0.0064,0.00515,0.08695
175,179200,24.35349,178.4,1.0,0.79,1.430281,-0.010658,3.313847,0.007142,1222,-0.01,0.00695,0.00087,0.0059,0.0054,0.13028
176,180224,18.67503,183.0,1.0,0.8,1.43534,0.034743,2.714002,0.004021,1264,-0.01,0.00676,0.00016,0.00477,0.00168,0.10458
177,181248,13.19444,173.5,0.5,0.79,1.36224,-0.003659,2.794543,0.002958,1447,-0.01,0.00584,-0.00137,0.00593,-0.00034,0.03283
178,182272,11.20357,241.75,0.625,0.77,1.398122,-0.014737,2.817451,0.004755,1292,-0.01,0.00625,0.00021,0.00564,0.00435,0.10311
