iteration,env_steps,ep_return,ep_length,success_rate,success_rate_rolling,entropy,policy_loss,value_loss,approx_kl,sps,tx_per_agent_step,comp_time,comp_compliance,comp_report,comp_command,comp_combat,comp_terminal
45,46080,39.90637,230.0,1.0,0.84,1.787738,0.000127,13.099622,0.00268,2547,0.17448,-0.01,0.00491,0.00018,0.00496,-0.03787,0.05975
46,47104,14.28782,328.4,0.6,0.82,1.700535,-0.001581,9.411193,0.001019,2489,0.16043,-0.01,0.00623,-0.0037,0.00458,-0.01956,0.15773
47,48128,25.0696,247.83333,0.83333,0.82,1.674899,-0.001231,20.303095,0.001457,2146,0.151,-0.01,0.00772,-0.00059,0.00505,-0.02588,0.21741
48,49152,35.60248,152.0,1.0,0.82,1.658655,-0.031567,19.025308,0.001605,2042,0.1418,-0.01,0.0077,-4e-05,0.00465,-0.02148,0.28364
49,50176,23.5519,210.85714,0.85714,0.82,1.726522,-0.025686,10.194025,0.000951,2088,0.14234,-0.01,0.0075,-0.00094,0.0053,-0.02425,0.25966
50,51200,40.9509,143.66667,1.0,0.84,1.626448,-0.000579,22.099608,0.000647,2000,0.1419,-0.01,0.00873,0.00098,0.00534,-0.05182,0.28111
51,52224,23.86221,162.8,0.8,0.84,1.64921,0.000661,16.563512,0.001276,2141,0.15298,-0.01,0.00802,-0.00126,0.00513,0.00191,0.20582
52,53248,28.7511,210.0,1.0,0.84,1.739826,0.004077,22.748736,0.003647,2326,0.159,-0.01,0.00594,-0.00339,0.00512,-0.03092,0.16256
53,54272,27.6493,176.0,0.75,0.83,1.806324,0.005129,18.804834,0.007538,2475,0.17055,-0.01,0.00457,-0.00094,0.00514,0.00285,0.18025
54,55296,15.55677,435.0,0.5,0.83,1.806283,0.020485,10.077727,0.001105,2353,0.16407,-0.01,0.00638,-0.00086,0.00493,-0.0023,0.04764
55,56320,6.28929,305.25,0.25,0.8,1.760821,0.000414,29.263566,0.001535,2521,0.15742,-0.01,0.00604,-0.00343,0.00563,-0.09334,0.08777
56,57344,19.47183,184.75,0.75,0.79,1.77985,-0.029065,16.164328,0.000387,2401,0.16123,-0.01,0.00617,0.00128,0.00529,-0.00696,0.15625
57,58368,-5.8483,364.0,0.0,0.78,1.723537,0.000182,6.325584,0.001058,2265,0.15683,-0.01,0.00681,-0.00127,0.00546,-0.00872,-0.00039
58,59392,-8.96654,249.0,0.0,0.77,1.822049,-0.001781,4.326465,0.001648,2907,0.19014,-0.01,0.00309,-0.00583,0.00384,-0.01517,-0.0005
59,60416,22.91627,311.8,0.6,0.75,1.748553,-0.001809,13.467317,0.000785,2521,0.16743,-0.01,0.00545,-0.00369,0.00451,0.00214,0.17557
60,61440,7.90112,387.25,0.25,0.72,1.757402,-0.001105,8.138467,0.000433,2399,0.15981,-0.01,0.00504,-0.00394,0.00505,0.00246,0.05497
61,62464,37.17817,266.0,1.0,0.73,1.727002,-0.167986,39.550541,0.001777,2215,0.15656,-0.01,0.00553,-0.00587,0.00463,-0.05105,0.09496
62,63488,nan,nan,0.0,0.73,1.843803,-0.002278,1.921969,0.00124,2623,0.17554,-0.01,0.00217,-0.01221,0.0051,0.00214,0.0
63,64512,-4.99785,450.0,0.0,0.71,1.816162,-0.001588,1.570665,0.000883,2537,0.16677,-0.01,0.0045,-0.00695,0.00503,0.00356,0.0
64,65536,-8.18852,450.0,0.0,0.66,1.793867,-0.001829,1.381143,0.001222,2048,0.14216,-0.01,0.00624,-0.00117,0.005,0.00093,0.0
65,66560,40.98227,138.0,1.0,0.67,1.77936,-0.001781,10.458264,0.002686,2298,0.15369,-0.01,0.00431,-0.00161,0.00547,0.00071,0.05087
66,67584,0.34973,450.0,0.0,0.65,1.788672,0.053487,0.967143,0.002851,2482,0.15502,-0.01,0.00303,-0.00124,0.00489,0.00131,0.0
67,68608,-0.06744,450.0,0.0,0.63,1.729357,-0.00155,0.667013,0.002706,2340,0.15027,-0.01,0.00475,0.00107,0.00465,0.0022,0.0
68,69632,-0.44274,450.0,0.0,0.61,1.744257,0.00869,0.745955,0.003561,2236,0.14093,-0.01,0.00488,-0.00207,0.00457,0.00095,0.0
69,70656,nan,nan,0.0,0.61,1.696346,-0.002701,0.753898,0.004125,2201,0.13536,-0.01,0.00457,-0.00381,0.00484,0.00065,0.0
70,71680,0.21757,450.0,0.0,0.59,1.6603,-0.001127,3.707415,0.002377,2249,0.13381,-0.01,0.00531,-2e-05,0.00429,-0.03268,0.0
71,72704,-0.31828,450.0,0.0,0.57,1.694588,-0.003184,0.313723,0.003126,1978,0.12279,-0.01,0.00481,0.00047,0.00548,-3e-05,0.0
72,73728,0.0024,450.0,0.0,0.55,1.608227,-0.212613,0.174024,0.006331,1912,0.12209,-0.01,0.00544,0.00023,0.00648,0.00144,0.0
73,74752,-11.98453,450.0,0.0,0.53,1.709155,-0.018946,0.099214,0.006487,1804,0.12421,-0.01,0.00659,2e-05,0.00597,0.00039,0.0
74,75776,1.63674,450.0,0.0,0.5,1.744705,-0.000762,0.110686,0.006218,1795,0.12292,-0.01,0.0068,0.00029,0.00623,6e-05,0.0
75,76800,1.57703,450.0,0.0,0.48,1.776195,-0.104579,0.092646,0.004493,1871,0.12108,-0.01,0.00445,0.00013,0.00653,0.00115,0.0
76,77824,nan,nan,0.0,0.48,1.737702,-0.002318,0.064383,0.004612,1954,0.125,-0.01,0.00404,0.00015,0.00636,0.0002,0.0
77,78848,1.703,450.0,0.0,0.46,1.72839,-0.001076,0.076913,0.001679,1918,0.124,-0.01,0.00331,0.00021,0.00643,0.00038,0.0
78,79872,0.13234,450.0,0.0,0.44,1.7353,-0.001071,0.063322,0.001811,1866,0.12195,-0.01,0.00328,0.00019,0.00641,0.00079,0.0
79,80896,0.39223,450.0,0.0,0.42,1.741488,-0.001247,0.082526,0.001779,1920,0.12317,-0.01,0.0037,2e-05,0.00627,-0.00086,0.0
80,81920,0.21829,450.0,0.0,0.4,1.784733,-0.02975,0.032805,0.005521,2002,0.12901,-0.01,0.00409,-0.00037,0.00595,0.0,0.0
81,82944,0.64467,450.0,0.0,0.37,1.759028,-0.002453,0.038237,0.003261,1934,0.12733,-0.01,0.0042,-0.00016,0.00621,0.00084,0.0
82,83968,-0.96368,450.0,0.0,0.35,1.758665,-0.002156,0.051673,0.003762,1912,0.1292,-0.01,0.00461,0.00033,0.00615,0.00048,0.0
83,84992,-1.08083,450.0,0.0,0.34,1.775807,-0.002679,0.034316,0.003177,1884,0.1267,-0.01,0.00376,0.00037,0.00698,0.00074,0.0
84,86016,0.89036,450.0,0.0,0.32,1.755984,-0.002188,0.037032,0.002743,1874,0.12412,-0.01,0.00436,0.00016,0.00669,0.00077,0.0
85,87040,0.91421,450.0,0.0,0.29,1.76499,0.034098,0.030291,0.004337,1851,0.12533,-0.01,0.00549,0.00033,0.00685,0.00058,0.0
86,88064,0.14924,450.0,0.0,0.27,1.813391,-0.003443,0.042561,0.005263,1847,0.12404,-0.01,0.0062,5e-05,0.00709,0.00041,0.0
87,89088,1.47976,450.0,0.0,0.25,1.782364,0.061697,0.099212,0.004875,1879,0.13234,-0.01,0.00628,-0.0004,0.00596,-0.00083,0.0
88,90112,1.12121,450.0,0.0,0.23,1.794762,0.065615,0.07297,0.003483,1889,0.12743,-0.01,0.00465,-1e-05,0.00607,-0.00079,0.0
89,91136,0.93216,450.0,0.0,0.21,1.802297,-0.002415,0.033558,0.005344,1931,0.12779,-0.01,0.00469,5e-05,0.00625,0.00172,0.0
90,92160,0.4781,450.0,0.0,0.2,1.788878,-0.075749,0.020138,0.005637,1912,0.12732,-0.01,0.00562,0.00012,0.00685,0.00038,0.0
91,93184,0.43449,450.0,0.0,0.18,1.801332,0.048261,0.022197,0.005901,1852,0.12899,-0.01,0.00737,9e-05,0.00663,0.00025,0.0
92,94208,1.46812,450.0,0.0,0.14,1.813984,-0.089842,0.037416,0.00344,1805,0.13302,-0.01,0.00723,-0.00021,0.0069,-0.00013,0.0
93,95232,2.03965,450.0,0.0,0.13,1.818503,-0.000956,0.026049,0.000913,1910,0.13426,-0.01,0.0065,-0.00011,0.00653,0.00084,0.0
94,96256,1.21781,450.0,0.0,0.11,1.819913,-0.001374,0.054866,0.000848,1934,0.13612,-0.01,0.00497,-0.00014,0.00666,-0.00046,0.0
95,97280,0.853,450.0,0.0,0.11,1.782131,-0.003337,0.024318,0.002967,1845,0.13487,-0.01,0.00547,-0.00015,0.00671,0.00112,0.0
96,98304,1.35595,450.0,0.0,0.1,1.699023,-0.127402,0.024122,0.001758,1818,0.13022,-0.01,0.00524,1e-05,0.00685,0.00117,0.0
97,99328,1.62126,450.0,0.0,0.09,1.713339,-0.003104,0.018541,0.004218,1836,0.13122,-0.01,0.00425,-5e-05,0.0068,0.00039,0.0
98,100352,1.0667,450.0,0.0,0.07,1.694304,-0.003745,0.020189,0.004446,1824,0.13218,-0.01,0.00554,-0.00028,0.00761,0.00037,0.0
99,101376,0.74537,450.0,0.0,0.07,1.703651,-0.002711,0.02382,0.003645,1718,0.12731,-0.01,0.00508,0.00021,0.00705,0.0011,0.0
100,102400,2.18842,450.0,0.0,0.07,1.65412,0.050698,0.023711,0.006261,1747,0.13298,-0.01,0.0064,-0.00014,0.00704,0.00077,0.0
101,103424,1.22395,450.0,0.0,0.05,1.649292,-0.003462,0.017694,0.0031,1762,0.12658,-0.01,0.00564,3e-05,0.00704,0.0,0.0
102,104448,1.76955,450.0,0.0,0.04,1.614583,-0.001298,0.019612,0.001322,1740,0.12457,-0.01,0.00645,-6e-05,0.00707,0.00078,0.0
103,105472,1.03983,450.0,0.0,0.03,1.641529,0.001879,0.030646,0.003865,1785,0.12877,-0.01,0.00518,0.00019,0.00674,0.00043,0.0
104,106496,1.54112,450.0,0.0,0.03,1.733305,-0.182425,0.022842,0.001499,1783,0.13481,-0.01,0.00509,0.00015,0.00667,2e-05,0.0
105,107520,2.1762,450.0,0.0,0.02,1.664845,0.01029,0.029955,0.001669,1861,0.13692,-0.01,0.00652,-0.0002,0.00641,-0.00042,0.0
106,108544,0.65339,450.0,0.0,0.01,1.669277,0.039665,0.020841,0.002869,1865,0.1443,-0.01,0.00626,-0.0006,0.0064,0.00087,0.0
107,109568,0.87681,450.0,0.0,0.01,1.690118,-0.001536,0.039763,0.001307,1902,0.1466,-0.01,0.00612,-0.0006,0.00659,-6e-05,0.0
108,110592,-0.75469,450.0,0.0,0.01,1.703907,-0.00329,0.029284,0.00441,1858,0.1446,-0.01,0.00678,-0.00068,0.00571,-0.00036,0.0
109,111616,1.63667,450.0,0.0,0.0,1.67863,-0.001885,0.030411,0.001315,1742,0.13231,-0.01,0.00612,2e-05,0.00711,0.00096,0.0
110,112640,2.30698,450.0,0.0,0.0,1.676945,-0.002582,0.030623,0.002524,1803,0.13119,-0.01,0.00692,1e-05,0.0062,0.00075,0.0
111,113664,0.81015,450.0,0.0,0.0,1.706812,-0.001417,0.052294,0.00122,1920,0.13954,-0.01,0.00453,-0.00032,0.00659,2e-05,0.0
112,114688,1.80628,450.0,0.0,0.0,1.671969,-0.043567,0.041716,0.00267,2196,0.14958,-0.01,0.00508,-0.00068,0.00662,0.00065,0.0
113,115712,0.58632,450.0,0.0,0.0,1.676719,-0.002556,0.031356,0.002369,2184,0.13721,-0.01,0.00536,-0.00047,0.00619,0.00051,0.0
114,116736,-0.53128,450.0,0.0,0.0,1.710969,-0.001806,0.022181,0.000993,1949,0.13617,-0.01,0.0052,-0.00033,0.00706,0.00085,0.0
115,117760,0.26438,450.0,0.0,0.0,1.687701,-0.003209,0.031246,0.003158,1904,0.12567,-0.01,0.00392,-0.00011,0.00677,-0.00051,0.0
116,118784,1.1915,450.0,0.0,0.0,1.591338,0.033616,0.023652,0.001227,1856,0.11948,-0.01,0.00591,-1e-05,0.00713,0.00114,0.0
117,119808,1.0952,450.0,0.0,0.0,1.550451,-0.012528,0.022596,0.002641,1847,0.11925,-0.01,0.00634,0.00027,0.00705,0.00102,0.0
118,120832,2.55898,450.0,0.0,0.0,1.552323,-0.001806,0.019048,0.000827,1872,0.11502,-0.01,0.00529,6e-05,0.00703,0.00038,0.0
119,121856,1.5375,450.0,0.0,0.0,1.586775,-0.002145,0.02218,0.001797,1836,0.11704,-0.01,0.00741,0.00019,0.00635,0.00038,0.0
120,122880,2.09741,450.0,0.0,0.0,1.590278,-0.068275,0.033348,0.002588,1829,0.11977,-0.01,0.0063,0.00025,0.00674,0.00079,0.0
121,123904,0.96988,450.0,0.0,0.0,1.594131,-0.000964,0.021044,0.000738,1840,0.12044,-0.01,0.00593,0.00024,0.00671,0.00113,0.0
122,124928,1.67308,450.0,0.0,0.0,1.605969,-0.002123,0.018066,0.001026,1845,0.12262,-0.01,0.00636,7e-05,0.00691,0.0,0.0
123,125952,1.68303,450.0,0.0,0.0,1.544572,-0.001087,0.016369,0.000655,1787,0.11863,-0.01,0.00536,0.00012,0.00694,0.00116,0.0
124,126976,1.59679,450.0,0.0,0.0,1.463662,-0.003224,0.025181,0.002239,1823,0.11809,-0.01,0.00762,0.00023,0.00722,0.00113,0.0
125,128000,2.65702,450.0,0.0,0.0,1.40718,-0.003741,0.020835,0.004472,1869,0.11753,-0.01,0.00809,4e-05,0.00606,-0.00016,0.0
126,129024,2.82714,450.0,0.0,0.0,1.299285,-0.036153,0.023925,0.001675,1894,0.11781,-0.01,0.00826,0.00014,0.00621,-4e-05,0.0
127,130048,1.73517,450.0,0.0,0.0,1.410811,0.0924,0.021719,0.001137,1888,0.11256,-0.01,0.01077,0.00028,0.00636,-3e-05,0.0
128,131072,2.75311,450.0,0.0,0.0,1.37473,-0.000751,0.022905,0.001171,1871,0.10832,-0.01,0.00797,0.00037,0.00702,0.00096,0.0
129,132096,2.78394,450.0,0.0,0.0,1.407619,-0.001317,0.021957,0.000552,1895,0.11516,-0.01,0.00874,1e-05,0.00629,0.0,0.0
130,133120,1.88766,450.0,0.0,0.0,1.343125,0.01737,0.017699,0.000624,1810,0.1101,-0.01,0.00723,0.00016,0.00648,0.00013,0.0
131,134144,3.23838,450.0,0.0,0.0,1.369252,-0.02697,0.025279,0.001335,1827,0.1148,-0.01,0.00964,0.00023,0.00594,0.00111,0.0
132,135168,2.34218,450.0,0.0,0.0,1.370363,0.06136,0.029637,0.001186,1877,0.11883,-0.01,0.00635,2e-05,0.00566,-0.00032,0.0
133,136192,1.36174,450.0,0.0,0.0,1.360479,-0.009972,0.030607,0.001262,1854,0.11999,-0.01,0.00838,-5e-05,0.00546,0.00079,0.0
134,137216,2.01281,450.0,0.0,0.0,1.407541,-0.032288,0.032221,0.00183,1831,0.12187,-0.01,0.00944,-0.00013,0.0057,0.0011,0.0
135,138240,1.54863,450.0,0.0,0.0,1.38041,-0.003066,0.026617,0.00398,1839,0.12982,-0.01,0.00942,-0.00031,0.0061,0.00093,0.0
136,139264,2.57995,450.0,0.0,0.0,1.369697,-0.001012,0.021984,0.001034,1837,0.1196,-0.01,0.00862,-0.00034,0.00598,0.0,0.0
137,140288,2.2354,450.0,0.0,0.0,1.343514,-0.001541,0.026412,0.000667,1806,0.12316,-0.01,0.00915,-0.00023,0.00616,0.00074,0.0
138,141312,3.08861,450.0,0.0,0.0,1.307854,-0.001595,0.029129,0.000883,1815,0.12202,-0.01,0.00822,-1e-05,0.00544,0.00071,0.0
139,142336,2.20479,450.0,0.0,0.0,1.322071,-0.001364,0.02443,0.001848,1904,0.12747,-0.01,0.00739,-0.00039,0.00607,-0.0,0.0
140,143360,2.47229,450.0,0.0,0.0,1.310859,-0.001302,0.024124,0.000914,1914,0.12951,-0.01,0.00764,-0.00034,0.00602,0.00081,0.0
141,144384,0.6264,450.0,0.0,0.0,1.275057,-0.001372,0.031789,0.000621,1870,0.12574,-0.01,0.00874,-0.00046,0.00618,0.00017,0.0
142,145408,1.67147,450.0,0.0,0.0,1.297753,-0.019964,0.024658,0.001869,1824,0.1236,-0.01,0.00709,-0.00025,0.00585,0.00073,0.0
143,146432,4.19881,450.0,0.0,0.0,1.291564,-0.003733,0.025255,0.000655,1828,0.12092,-0.01,0.00782,-0.00031,0.00568,-1e-05,0.0
144,147456,1.5707,450.0,0.0,0.0,1.269096,-0.001558,0.025141,0.001194,1786,0.11943,-0.01,0.00742,-0.00018,0.00649,0.00038,0.0
145,148480,1.26516,450.0,0.0,0.0,1.29581,-0.000749,0.029623,0.000404,1822,0.10617,-0.01,0.0093,0.00045,0.00584,0.00154,0.0
146,149504,1.24711,450.0,0.0,0.0,1.326251,-0.040201,0.035062,0.000782,1850,0.10961,-0.01,0.00897,0.0002,0.00616,0.00013,0.0
147,150528,3.06169,450.0,0.0,0.0,1.281242,-0.001468,0.028727,0.000702,1833,0.10737,-0.01,0.01006,0.00013,0.00537,0.00039,0.0
148,151552,3.21383,450.0,0.0,0.0,1.253964,-0.002262,0.028793,0.001398,1834,0.10084,-0.01,0.01028,0.0002,0.00607,0.00049,0.0
149,152576,2.63698,450.0,0.0,0.0,1.296886,0.056219,0.027554,0.001996,1773,0.10165,-0.01,0.01129,0.00015,0.00571,0.00079,0.0
150,153600,2.23443,450.0,0.0,0.0,1.35149,-0.001187,0.028242,0.00099,1852,0.10229,-0.01,0.00895,0.0001,0.00552,0.00038,0.0
151,154624,2.38304,450.0,0.0,0.0,1.361364,-0.000586,0.036363,0.000283,1804,0.10846,-0.01,0.00998,3e-05,0.00619,0.00109,0.0
152,155648,3.0861,450.0,0.0,0.0,1.360781,0.071242,2.492748,0.000696,1840,0.10527,-0.01,0.00902,0.00029,0.0062,-0.0258,0.0
153,156672,-23.42278,450.0,0.0,0.0,1.401327,-0.001876,0.035724,0.002308,2032,0.10777,-0.01,0.0091,9e-05,0.00572,0.0005,0.0
154,157696,2.09203,450.0,0.0,0.0,1.434062,-0.001009,0.033141,0.000704,2014,0.10791,-0.01,0.00793,0.00015,0.00563,0.0013,0.0
155,158720,2.65903,450.0,0.0,0.0,1.455777,0.077301,0.029908,0.003261,1855,0.11303,-0.01,0.01041,0.00023,0.00596,0.00069,0.0
156,159744,2.2047,450.0,0.0,0.0,1.450285,-0.003561,0.028817,0.001216,1815,0.10548,-0.01,0.00951,0.00029,0.00606,0.00072,0.0
157,160768,2.93763,450.0,0.0,0.0,1.349284,-0.198617,0.034159,0.005424,1810,0.10793,-0.01,0.00999,-1e-05,0.00572,-0.00026,0.0
158,161792,3.29687,450.0,0.0,0.0,1.270207,-0.000488,0.030131,0.000348,1872,0.10447,-0.01,0.01134,-1e-05,0.00503,-0.0,0.0
159,162816,2.90219,450.0,0.0,0.0,1.223004,-0.002039,0.027336,0.002602,1870,0.10596,-0.01,0.00924,0.0003,0.0058,0.0004,0.0
160,163840,2.85951,450.0,0.0,0.0,1.16342,-0.001803,0.027577,0.001085,1911,0.10216,-0.01,0.00968,7e-05,0.00523,0.00116,0.0
161,164864,1.13898,450.0,0.0,0.0,1.095933,0.028817,0.03127,0.00067,1906,0.09415,-0.01,0.01008,0.00025,0.00508,0.00038,0.0
162,165888,2.35974,450.0,0.0,0.0,1.116546,0.001501,0.033322,0.000757,1868,0.09161,-0.01,0.00911,0.00031,0.00565,-9e-05,0.0
163,166912,3.16715,450.0,0.0,0.0,1.120111,0.024087,0.027739,0.000793,1918,0.08696,-0.01,0.00824,0.00032,0.00573,0.00047,0.0
164,167936,1.48187,450.0,0.0,0.0,1.057232,-0.000846,0.029044,0.000427,1961,0.07935,-0.01,0.01092,0.00026,0.00578,0.00041,0.0
165,168960,0.4095,450.0,0.0,0.0,1.122498,-0.001092,0.031465,0.000897,1931,0.08697,-0.01,0.00724,0.00054,0.00573,0.00115,0.0
166,169984,2.91869,450.0,0.0,0.0,1.11028,-0.026836,0.021844,0.000517,1802,0.08858,-0.01,0.00753,0.00049,0.00575,0.00085,0.0
167,171008,3.16052,450.0,0.0,0.0,1.117098,-0.001207,0.025654,0.000617,1845,0.09503,-0.01,0.00768,0.00037,0.00562,0.00114,0.0
168,172032,2.5028,450.0,0.0,0.0,1.108507,-0.001128,0.024912,0.000445,1810,0.0944,-0.01,0.00858,0.0004,0.00579,0.00014,0.0
169,173056,2.11178,450.0,0.0,0.0,1.153114,-0.001466,0.025101,0.000853,1786,0.09612,-0.01,0.0077,0.00029,0.00609,0.00071,0.0
170,174080,1.7375,450.0,0.0,0.0,1.218858,-0.001654,0.0289,0.001854,1780,0.10461,-0.01,0.00768,0.00036,0.00545,0.0009,0.0
