iteration,env_steps,ep_return,ep_length,success_rate,success_rate_rolling,entropy,policy_loss,value_loss,approx_kl,sps,tx_per_agent_step,messages_per_agent_step,timeout_rate_rolling,human_death_rate,false_complete_rate,cover_under_threat,objective_dist_under_threat,comp_time,comp_compliance,comp_report,comp_command,comp_combat,comp_terminal
42,43008,-3.76415,110.0,0.0,0.26,1.813371,-0.001299,1.11458,0.002696,1283,0.13103,0.34035,0.01,1.0,1.0,,,-0.01,0.012,-0.00152,-0.01618,-0.02321,-0.00286
43,44032,-3.64507,152.9,0.0,0.22,1.739035,-0.002133,0.660282,0.00211,1288,0.12868,0.33651,0.02,1.0,1.0,,,-0.01,0.01355,-0.00063,-0.01205,-0.02263,-0.00381
44,45056,-0.5228,93.375,0.125,0.2,1.728056,-0.000765,7.666522,0.000391,1067,0.11475,0.32464,0.02,1.0,1.0,,,-0.01,0.01498,3e-05,-0.01682,-0.02595,0.02169
45,46080,-3.7548,122.42857,0.0,0.18,1.727653,-0.001337,0.318184,0.000409,1287,0.11816,0.36212,0.03,1.0,1.0,,,-0.01,0.01254,-5e-05,-0.01724,-0.02774,-0.00289
46,47104,-3.41399,120.6,0.0,0.17,1.63728,-0.046527,0.21354,0.002759,1269,0.12485,0.33725,0.03,1.0,1.0,,,-0.01,0.01434,-0.00022,-0.0146,-0.02471,-0.00412
47,48128,-3.59821,150.42857,0.0,0.14,1.527536,0.009232,0.171596,0.000826,1327,0.12632,0.31935,0.04,0.85714,1.0,,,-0.01,0.01323,-0.00067,-0.01184,-0.03037,-0.00258
48,49152,-3.21204,72.0,0.0,0.14,1.433834,-0.002263,0.152022,0.001024,1669,0.12824,0.31063,0.04,1.0,1.0,,,-0.01,0.01077,-0.00129,-0.01386,-0.02944,-0.00456
49,50176,-3.74015,149.66667,0.0,0.13,1.481423,0.026807,0.15462,0.003227,1739,0.12403,0.26902,0.03,1.0,1.0,,,-0.01,0.01084,-0.00138,-0.0099,-0.03369,-0.00599
50,51200,-3.2624,163.0,0.0,0.1,1.550231,-0.001574,0.118657,0.000987,1335,0.11309,0.27351,0.05,0.85714,1.0,,,-0.01,0.01296,-7e-05,-0.01468,-0.03058,-0.00214
51,52224,-1.95991,152.0,0.125,0.08,1.547222,-6e-05,5.670702,0.000648,1474,0.12078,0.27073,0.05,1.0,1.0,,,-0.01,0.01512,0.0005,-0.01544,-0.02999,0.01397
52,53248,-3.06236,89.15385,0.07692,0.06,1.613656,-0.033668,0.137256,0.00122,1214,0.11297,0.26121,0.05,1.0,1.0,,,-0.01,0.01572,-0.00045,-0.01334,-0.03236,-0.00478
53,54272,-2.97862,88.36364,0.09091,0.04,1.597913,-0.002147,0.158462,0.00126,1197,0.1207,0.28863,0.05,1.0,1.0,,,-0.01,0.01623,-0.00084,-0.01396,-0.03178,-0.00389
54,55296,-2.97341,92.41667,0.08333,0.05,1.558799,0.019758,0.143666,0.001522,1135,0.10681,0.24972,0.04,1.0,1.0,,,-0.01,0.01776,0.00034,-0.01483,-0.03746,-0.00414
55,56320,0.00996,89.72727,0.27273,0.07,1.580745,0.022652,10.212676,0.000465,1136,0.10868,0.2528,0.04,0.90909,1.0,,,-0.01,0.01847,1e-05,-0.01236,-0.03294,0.03707
56,57344,-1.8024,77.0,0.14286,0.09,1.61221,-0.00131,4.2671,0.000532,1089,0.10509,0.26421,0.03,0.92857,1.0,,,-0.01,0.01944,0.00048,-0.01313,-0.03275,0.00815
57,58368,3.96201,81.76923,0.38462,0.14,1.63468,0.041237,26.754677,0.000901,1129,0.11591,0.27187,0.02,0.84615,1.0,,,-0.01,0.0236,0.00015,-0.01052,-0.03682,0.10251
58,59392,3.3832,76.07692,0.23077,0.17,1.686136,0.000178,27.781,0.000458,1112,0.11216,0.26184,0.0,0.84615,1.0,,,-0.01,0.02107,-0.00035,-0.01021,-0.03799,0.08891
59,60416,-2.5557,78.11111,0.11111,0.17,1.66581,-0.000162,0.513047,0.000186,1199,0.11997,0.29973,0.0,1.0,0.0,,,-0.01,0.01669,-0.00052,-0.01345,-0.0257,-0.0031
60,61440,0.41486,81.90909,0.18182,0.18,1.636829,0.016501,11.054091,0.000145,1221,0.12013,0.30796,0.0,0.90909,1.0,,,-0.01,0.018,-0.00061,-0.01163,-0.02809,0.04017
61,62464,0.25067,115.0,0.375,0.21,1.77026,-0.206413,20.947765,0.001814,1061,0.12394,0.32037,0.01,0.875,0.0,,,-0.01,0.01685,0.00018,-0.01402,-0.02548,0.0227
62,63488,1.43195,140.0,0.45455,0.25,1.801033,-0.017265,22.831057,0.00145,1334,0.12341,0.32279,0.02,0.90909,1.0,,,-0.01,0.01841,-0.00101,-0.01187,-0.02564,0.07702
63,64512,-0.68684,86.5,0.2,0.26,1.902242,0.006074,5.397023,0.000438,1070,0.11867,0.31942,0.02,0.8,1.0,,,-0.01,0.01658,-0.00099,-0.01431,-0.02996,0.02211
64,65536,6.88634,86.46154,0.38462,0.28,1.925976,2.9e-05,44.84932,0.001404,1080,0.12491,0.34787,0.02,0.92308,1.0,,,-0.01,0.01815,-0.00118,-0.01469,-0.0267,0.14817
65,66560,-3.01851,94.125,0.0,0.27,1.953992,0.085989,0.887898,0.000305,1038,0.12814,0.37303,0.02,1.0,1.0,,,-0.01,0.01295,0.00025,-0.01184,-0.0207,-0.00268
66,67584,-1.24506,133.66667,0.11111,0.26,1.918589,-0.000342,7.59461,0.00035,1084,0.13029,0.35604,0.03,1.0,1.0,,,-0.01,0.01283,-0.00121,-0.01297,-0.02274,0.02225
67,68608,2.04184,107.1,0.3,0.24,1.953142,-0.000418,19.568188,0.00058,1128,0.12677,0.34308,0.03,0.8,1.0,,,-0.01,0.01522,-0.00037,-0.01396,-0.03001,0.06417
68,69632,-3.35075,97.66667,0.0,0.22,1.9294,-0.000816,0.616353,0.000724,1122,0.13137,0.35499,0.03,1.0,1.0,,,-0.01,0.01342,-0.00047,-0.01387,-0.02281,-0.00323
69,70656,2.16794,119.875,0.125,0.23,1.903052,-0.000401,17.166665,0.000455,1246,0.13288,0.34417,0.03,0.875,1.0,,,-0.01,0.01447,0.00032,-0.01368,-0.02155,0.05429
70,71680,-1.96748,124.3,0.2,0.22,1.954303,-0.00028,4.441341,9.1e-05,1196,0.12953,0.35563,0.04,1.0,1.0,,,-0.01,0.0157,-9e-05,-0.01181,-0.02894,0.01099
71,72704,4.59258,100.71429,0.28571,0.22,1.940529,0.02881,16.488287,0.000977,1184,0.13232,0.36626,0.03,0.85714,1.0,,,-0.01,0.01542,-0.00072,-0.01277,-0.02304,0.0661
72,73728,-3.4457,135.83333,0.0,0.21,1.911317,-0.001761,0.901073,0.000859,1524,0.15035,0.38487,0.02,1.0,1.0,,,-0.01,0.01127,-0.00166,-0.01275,-0.02268,-0.0035
73,74752,-0.85147,127.25,0.125,0.17,1.89135,-0.001116,9.380641,0.000612,1350,0.13881,0.37755,0.02,0.875,1.0,,,-0.01,0.01301,-0.00063,-0.01242,-0.02141,0.02781
74,75776,-0.06918,158.0,0.1,0.16,1.869766,-0.010405,6.314287,0.000929,1111,0.11717,0.34884,0.04,0.7,1.0,,,-0.01,0.0137,-0.00062,-0.01304,-0.02307,0.03611
75,76800,-0.71795,101.66667,0.11111,0.15,1.905169,-0.001723,8.638947,0.000636,1192,0.1222,0.34377,0.04,0.88889,1.0,,,-0.01,0.01536,-0.00026,-0.01108,-0.02898,0.02461
76,77824,-3.11575,98.44444,0.0,0.12,1.889417,-0.01409,0.408782,0.00167,1202,0.12712,0.36557,0.04,1.0,1.0,,,-0.01,0.01646,-0.00261,-0.01064,-0.02505,-0.00355
77,78848,-2.74283,116.9,0.0,0.11,1.821778,-0.00088,0.302839,0.001452,1081,0.1106,0.33427,0.05,1.0,1.0,,,-0.01,0.01638,-0.00064,-0.01045,-0.03197,-0.00318
78,79872,2.35803,93.5,0.25,0.11,1.761091,-0.000829,21.642497,0.0003,1106,0.11064,0.34975,0.04,0.83333,0.0,,,-0.01,0.01723,-0.00034,-0.01398,-0.02421,0.0736
79,80896,6.39167,114.57143,0.14286,0.12,1.794286,0.000219,23.244512,0.000992,1155,0.11704,0.38533,0.04,0.85714,0.0,,,-0.01,0.01574,0.00013,-0.00978,-0.01785,0.07584
80,81920,-2.84527,94.625,0.0,0.11,1.80492,-0.000161,0.814798,0.00021,1155,0.12195,0.41284,0.04,1.0,1.0,,,-0.01,0.01311,-0.00069,-0.01056,-0.02828,-0.00296
81,82944,-3.25303,116.09091,0.0,0.09,1.765424,-0.023504,0.307001,0.001503,1106,0.11509,0.37861,0.05,0.90909,1.0,,,-0.01,0.01358,0.00034,-0.01234,-0.02459,-0.00426
82,83968,-3.31969,131.875,0.125,0.09,1.684329,-0.00302,0.271843,0.002342,1088,0.11979,0.35849,0.05,0.875,1.0,,,-0.01,0.01499,-0.00065,-0.01169,-0.02239,-0.00208
83,84992,-2.80103,97.0,0.0,0.08,1.560189,-0.002516,0.25021,0.002429,1328,0.10554,0.32139,0.05,1.0,1.0,,,-0.01,0.01534,-0.00126,-0.00924,-0.03022,-0.00434
84,86016,-3.98167,167.16667,0.0,0.07,1.531866,0.053965,0.202501,0.001753,1189,0.11785,0.36738,0.06,1.0,1.0,,,-0.01,0.01106,-0.00217,-0.01164,-0.02202,-0.00187
85,87040,-3.03585,109.66667,0.0,0.06,1.463936,-0.094492,0.125163,0.002225,1390,0.12337,0.36414,0.04,1.0,0.0,,,-0.01,0.01133,-0.0013,-0.01155,-0.02486,-0.00265
86,88064,-3.59791,133.30769,0.0,0.05,1.432278,-0.075689,0.156666,0.000795,1197,0.10259,0.35017,0.05,1.0,1.0,,,-0.01,0.01176,0.00045,-0.01405,-0.03014,-0.00465
87,89088,-2.45135,106.0,0.1,0.06,1.538744,-0.000672,4.075826,0.002027,1115,0.09661,0.31431,0.05,1.0,0.0,,,-0.01,0.0144,1e-05,-0.01254,-0.03022,0.00942
88,90112,-3.04977,80.18182,0.0,0.05,1.603862,0.035573,0.148937,0.002187,1106,0.10432,0.34388,0.04,1.0,1.0,,,-0.01,0.01421,-0.00015,-0.0126,-0.0294,-0.00391
89,91136,-3.23179,125.83333,0.16667,0.05,1.519542,-0.001816,0.115293,0.000986,1453,0.11696,0.34226,0.04,1.0,1.0,,,-0.01,0.01095,-0.00098,-0.00992,-0.03134,-0.00233
90,92160,-3.14578,131.8,0.0,0.03,1.559238,-0.014153,0.148434,0.002559,1233,0.10502,0.31966,0.04,1.0,1.0,,,-0.01,0.01539,8e-05,-0.00993,-0.02786,-0.0044
91,93184,-2.76512,84.88889,0.0,0.03,1.55111,-0.002728,0.117711,0.001664,1268,0.09934,0.32855,0.04,1.0,0.0,,,-0.01,0.01703,8e-05,-0.01065,-0.0293,-0.00369
92,94208,-2.72958,81.33333,0.0,0.03,1.569788,0.004913,0.11211,0.001375,1309,0.11496,0.30229,0.03,1.0,1.0,,,-0.01,0.01514,-0.00025,-0.00956,-0.02898,-0.00385
93,95232,-2.95161,143.72727,0.0,0.02,1.57798,0.01923,0.136686,0.002329,1268,0.1125,0.27927,0.04,1.0,1.0,,,-0.01,0.0162,0.00112,-0.01179,-0.03708,-0.00376
94,96256,2.74743,76.0,0.25,0.04,1.600096,1.8e-05,18.028414,0.000292,1175,0.11336,0.28041,0.04,0.875,0.0,,,-0.01,0.01611,0.00071,-0.00992,-0.02799,0.05159
95,97280,0.57002,110.8,0.3,0.07,1.578587,0.032062,11.272504,0.00021,1293,0.10905,0.26926,0.04,1.0,1.0,,,-0.01,0.01769,0.00059,-0.01013,-0.02869,0.04303
96,98304,-2.38463,109.22222,0.22222,0.09,1.489212,-0.04893,0.149193,0.000801,1393,0.11251,0.24432,0.03,1.0,0.0,,,-0.01,0.01912,0.00092,-0.00826,-0.02998,-0.00367
97,99328,-1.2234,108.69231,0.15385,0.1,1.550863,-0.010344,6.33474,0.000303,1083,0.09378,0.24607,0.03,0.92308,0.0,,,-0.01,0.01657,0.00118,-0.01334,-0.03144,0.02153
98,100352,-2.72509,100.11111,0.11111,0.11,1.486447,0.019428,0.176378,0.000855,1333,0.09898,0.25332,0.03,1.0,0.0,,,-0.01,0.01754,0.00063,-0.00955,-0.03437,-0.00349
99,101376,-1.69749,95.54545,0.09091,0.11,1.459811,-0.005408,3.360158,0.001145,1102,0.09966,0.25519,0.03,0.90909,0.0,,,-0.01,0.01498,0.00102,-0.01212,-0.0305,0.00924
100,102400,2.86851,85.11111,0.22222,0.13,1.520407,-0.000533,16.331725,0.000495,1256,0.11063,0.27192,0.03,0.77778,0.0,,,-0.01,0.0137,0.00025,-0.01211,-0.02551,0.07188
101,103424,0.79962,94.33333,0.11111,0.14,1.515874,-0.000507,14.471608,0.000493,1316,0.11472,0.24781,0.03,1.0,1.0,,,-0.01,0.01505,9e-05,-0.0083,-0.02981,0.04298
102,104448,-2.91993,131.75,0.16667,0.16,1.589115,-0.089266,0.356283,0.000475,1134,0.11199,0.25892,0.05,0.91667,1.0,,,-0.01,0.0169,0.00029,-0.01144,-0.02728,-0.00296
103,105472,6.98149,86.55556,0.22222,0.18,1.582202,0.033165,22.861109,0.000805,1114,0.11807,0.28408,0.03,1.0,1.0,,,-0.01,0.0157,-0.00033,-0.01164,-0.02459,0.10153
104,106496,2.83123,123.77778,0.33333,0.19,1.552884,-0.000222,21.912573,0.000196,1275,0.12435,0.27474,0.04,0.77778,1.0,,,-0.01,0.01195,0.00015,-0.01147,-0.02639,0.07228
105,107520,-0.60501,74.4,0.2,0.19,1.539713,0.006655,3.732393,0.000159,1222,0.12009,0.29356,0.04,1.0,0.0,,,-0.01,0.01041,0.00054,-0.0125,-0.02178,0.01249
106,108544,0.84444,165.125,0.125,0.18,1.558204,-0.000139,13.123499,0.0008,1271,0.11831,0.26779,0.04,0.875,0.0,,,-0.01,0.01348,0.00026,-0.01218,-0.02226,0.04736
107,109568,-3.2381,119.15385,0.0,0.14,1.555325,-0.109524,0.49078,0.000449,1042,0.11445,0.26877,0.05,0.92308,0.0,,,-0.01,0.01604,0.0004,-0.01089,-0.02524,-0.004
108,110592,-2.79308,98.0,0.0,0.13,1.549534,-0.000837,0.336705,0.000252,1520,0.12672,0.27918,0.05,1.0,1.0,,,-0.01,0.01396,-0.00077,-0.00936,-0.03573,-0.0035
109,111616,-2.65144,105.5,0.0,0.13,1.493075,0.029861,0.178666,0.000447,1281,0.11724,0.25135,0.05,1.0,0.0,,,-0.01,0.01689,0.00091,-0.0102,-0.03176,-0.00416
110,112640,-1.54505,115.7,0.1,0.12,1.566232,0.015337,3.967026,0.001532,1269,0.1109,0.25447,0.06,1.0,1.0,,,-0.01,0.01685,0.00033,-0.01107,-0.0307,0.01179
111,113664,-0.88708,75.27273,0.18182,0.13,1.621233,-0.229401,34.532492,0.000418,1188,0.11889,0.22454,0.06,1.0,1.0,,,-0.01,0.01557,-0.00038,-0.01228,-0.03033,0.02426
112,114688,-2.9987,113.0,0.08333,0.12,1.62242,0.101513,0.28759,0.000515,1128,0.11251,0.23361,0.05,0.91667,1.0,,,-0.01,0.01557,0.0006,-0.00985,-0.03366,-0.00402
113,115712,-2.56304,91.72727,0.09091,0.1,1.54331,-0.037773,0.164412,0.001891,1236,0.11359,0.22292,0.05,1.0,1.0,,,-0.01,0.01832,-0.00021,-0.01011,-0.03543,-0.00405
114,116736,1.50003,86.7,0.2,0.09,1.503478,-0.170448,33.45489,0.001002,1275,0.11336,0.22135,0.05,1.0,1.0,,,-0.01,0.01552,0.0003,-0.00997,-0.03298,0.05501
115,117760,-2.98776,92.41667,0.0,0.08,1.50777,-0.09317,0.224861,0.00029,1189,0.10368,0.21292,0.03,1.0,0.0,,,-0.01,0.01285,0.00123,-0.01218,-0.03059,-0.00498
116,118784,-2.90455,92.33333,0.08333,0.08,1.493221,-0.00192,0.164325,0.00104,1063,0.11352,0.2245,0.03,1.0,0.0,,,-0.01,0.01307,0.00092,-0.01131,-0.02982,-0.00373
117,119808,-3.18166,84.5,0.0,0.08,1.52114,0.058852,0.111516,0.001125,1226,0.11882,0.23198,0.02,1.0,0.0,,,-0.01,0.01072,0.00011,-0.01289,-0.02669,-0.00234
118,120832,-3.31119,131.625,0.0,0.08,1.480076,-0.002077,0.088881,0.001307,1257,0.12881,0.23818,0.03,0.875,0.0,,,-0.01,0.0111,-7e-05,-0.01125,-0.02637,-0.0028
119,121856,-3.3877,123.9,0.0,0.08,1.388246,-0.049817,0.117919,0.003802,1374,0.11921,0.2216,0.04,1.0,0.0,,,-0.01,0.01359,-0.00024,-0.01209,-0.02784,-0.00421
120,122880,-1.50825,119.28571,0.14286,0.08,1.443007,-0.000886,4.619443,0.00102,1252,0.1211,0.23539,0.04,1.0,0.0,,,-0.01,0.01269,0.0002,-0.00996,-0.02869,0.01237
121,123904,-2.87961,115.45455,0.09091,0.07,1.538284,0.039706,0.139946,0.004975,1149,0.12076,0.25065,0.05,0.90909,1.0,,,-0.01,0.01189,-0.00017,-0.01005,-0.02023,-0.00335
122,124928,1.93223,119.11111,0.33333,0.09,1.552817,-0.056067,20.858969,0.000675,1129,0.12147,0.23875,0.05,0.88889,0.0,,,-0.01,0.01429,0.00034,-0.00795,-0.02612,0.05053
123,125952,-1.72293,111.75,0.25,0.1,1.474226,0.019298,3.514912,0.001357,1203,0.12305,0.22655,0.06,1.0,0.0,,,-0.01,0.01556,0.00042,-0.01102,-0.02594,0.01234
124,126976,-2.72746,118.6,0.1,0.1,1.425789,-0.002177,0.18142,0.000897,1353,0.13089,0.2122,0.06,1.0,0.0,,,-0.01,0.01618,0.00088,-0.00963,-0.03706,-0.00402
125,128000,-2.75702,97.2,0.0,0.09,1.418563,0.038894,0.097974,0.003487,1192,0.12657,0.21391,0.06,1.0,1.0,,,-0.01,0.01408,0.00037,-0.01102,-0.02673,-0.00386
126,129024,-1.0343,101.18182,0.18182,0.11,1.399182,0.010889,7.666719,0.001437,1231,0.11672,0.19015,0.06,1.0,1.0,,,-0.01,0.01646,0.00018,-0.01258,-0.0315,0.02616
127,130048,-2.80233,98.9,0.3,0.13,1.372825,-0.035457,0.134613,0.001046,1232,0.1181,0.18859,0.06,1.0,0.0,,,-0.01,0.01714,0.00086,-0.01141,-0.0399,-0.00281
128,131072,1.61329,82.58333,0.41667,0.18,1.35766,-4.4e-05,12.315647,0.000507,1224,0.103,0.17995,0.05,0.83333,0.0,,,-0.01,0.01499,0.00043,-0.01185,-0.0339,0.06698
129,132096,9.74692,84.0,0.75,0.24,1.372135,0.000105,47.978573,0.000246,1443,0.11161,0.2017,0.04,1.0,0.0,,,-0.01,0.01773,0.00036,-0.00922,-0.02763,0.15359
130,133120,3.11426,137.72727,0.36364,0.27,1.439194,-0.000488,29.584231,0.001809,1340,0.11247,0.18567,0.05,0.81818,1.0,,,-0.01,0.01788,-0.0004,-0.00871,-0.02805,0.09436
