iteration,env_steps,ep_return,ep_length,success_rate,success_rate_rolling,entropy,policy_loss,value_loss,approx_kl,sps,tx_per_agent_step,messages_per_agent_step,timeout_rate_rolling,human_death_rate,false_complete_rate,cover_under_threat,objective_dist_under_threat,comp_time,comp_compliance,comp_report,comp_command,comp_combat,comp_terminal
13,13312,-4.67787,197.75,0.0,0.0,1.886564,0.002447,0.135076,0.005235,2022,0.1934,0.22947,0.28302,1.0,1.0,,,-0.01,0.00847,-0.001,-0.01508,-0.0115,-0.00142
14,14336,-3.60886,203.2,0.0,0.0,1.856295,-0.004582,0.118213,0.003701,1803,0.18185,0.22227,0.2931,0.6,1.0,,,-0.01,0.01062,-0.00077,-0.01342,-0.01139,-0.00121
15,15360,-4.70068,225.6,0.0,0.0,1.824102,-0.002467,0.096325,0.001532,1739,0.17616,0.21424,0.30159,0.8,1.0,,,-0.01,0.00751,-0.00097,-0.0134,-0.00874,-0.00119
16,16384,-4.34165,241.5,0.0,0.0,1.782571,-0.021759,0.0937,0.006832,2069,0.16937,0.20366,0.30769,0.5,1.0,,,-0.01,0.0071,-0.00126,-0.0121,-0.00757,-0.00046
17,17408,-3.83811,321.0,0.0,0.0,1.86136,-0.005669,0.075658,0.005314,1813,0.18822,0.22877,0.34286,0.4,1.0,,,-0.01,0.00953,-0.00068,-0.01211,-0.00779,-0.0004
18,18432,-3.99521,290.4,0.2,0.01333,1.900974,0.048599,0.104184,0.005296,1884,0.18429,0.21592,0.36,0.6,1.0,,,-0.01,0.0112,-0.00088,-0.01143,-0.00874,-0.00042
19,19456,-0.12583,132.85714,0.14286,0.02439,1.858838,3.9e-05,7.579845,0.00359,1763,0.17889,0.21327,0.32927,1.0,1.0,,,-0.01,0.0137,0.00102,-0.01274,-0.02327,0.02605
20,20480,2.84064,128.1,0.2,0.04348,1.869806,-0.095313,39.929169,0.003348,1700,0.18316,0.22428,0.30435,0.8,0.0,,,-0.01,0.01238,0.00014,-0.01857,-0.02442,0.08206
21,21504,-3.64945,121.125,0.0,0.04,1.838903,-0.002322,0.67875,0.002597,1878,0.17137,0.21532,0.28,1.0,1.0,,,-0.01,0.0101,-8e-05,-0.01527,-0.02267,-0.00355
22,22528,2.6437,145.85714,0.14286,0.05,1.874745,-0.000247,15.076658,0.00224,1540,0.19867,0.2345,0.23,1.0,1.0,,,-0.01,0.0111,-8e-05,-0.01297,-0.01439,0.04804
23,23552,2.59344,135.2,0.2,0.06,1.962936,0.029465,8.828567,0.002358,1696,0.22456,0.26069,0.22,1.0,0.0,,,-0.01,0.00965,-0.00129,-0.01585,-0.01302,0.03697
24,24576,-5.60842,222.5,0.0,0.06,1.908173,-0.003773,0.486844,0.00388,1944,0.26094,0.29506,0.23,0.75,1.0,,,-0.01,0.00911,-0.00226,-0.01404,-0.01395,-0.00131
25,25600,-4.37969,245.33333,0.0,0.06,1.802006,-0.00486,0.303394,0.00477,2033,0.27195,0.30797,0.23,1.0,1.0,,,-0.01,0.00923,-0.00201,-0.01186,-0.0161,-0.00095
26,26624,5.11461,276.0,0.25,0.07,1.830112,-0.025807,15.361226,0.003385,2046,0.25395,0.28575,0.25,0.5,1.0,,,-0.01,0.00855,-0.00183,-0.01189,-0.00383,0.05888
27,27648,0.63704,254.6,0.2,0.08,1.763766,-0.00272,9.993475,0.001695,1951,0.21822,0.25448,0.26,0.8,1.0,,,-0.01,0.01051,-0.00205,-0.01392,-0.01371,0.03898
28,28672,17.23625,179.875,0.625,0.13,1.760913,0.00425,64.571237,0.005693,2060,0.20446,0.23486,0.23,0.75,1.0,,,-0.01,0.01591,-0.00148,-0.01403,-0.013,0.25421
29,29696,5.76679,143.42857,0.14286,0.14,1.847157,0.018986,20.375618,0.007008,1755,0.23231,0.27147,0.22,0.85714,0.9,,,-0.01,0.01106,-0.00071,-0.01359,-0.01585,0.08575
30,30720,11.5242,145.5,0.5,0.17,1.896146,0.009893,24.557786,0.002289,1733,0.26076,0.3084,0.22,0.66667,1.0,,,-0.01,0.01511,-0.00325,-0.01855,-0.01863,0.12731
31,31744,7.63808,155.42857,0.28571,0.19,1.933686,6.7e-05,29.352206,0.005096,1791,0.23984,0.28893,0.21,0.85714,0.96154,,,-0.01,0.0123,-0.00316,-0.01367,-0.01568,0.11295
32,32768,16.80239,160.0,0.33333,0.2,1.990539,-0.002479,25.310124,0.002444,2125,0.27795,0.33155,0.2,1.0,1.0,,,-0.01,0.01241,-0.00443,-0.0136,-0.01254,0.10514
33,33792,17.51586,207.0,0.33333,0.21,1.976438,-0.00063,29.998443,0.00267,2453,0.29369,0.34955,0.19,0.66667,1.0,,,-0.01,0.01115,-0.00449,-0.01211,-0.00798,0.12126
34,34816,-3.12883,280.71429,0.14286,0.22,1.848327,0.003231,5.599028,0.006769,1824,0.24319,0.28816,0.17,1.0,0.97619,,,-0.01,0.01262,-0.00276,-0.01611,-0.01304,0.01224
35,35840,20.75228,141.8,0.6,0.24,1.943684,-0.044969,38.728273,0.001952,1867,0.2441,0.28735,0.15,0.6,1.0,,,-0.01,0.01262,-0.00141,-0.0119,-0.01459,0.18017
36,36864,12.24978,213.2,0.8,0.28,1.865863,0.000498,24.852974,0.001522,2145,0.28052,0.32044,0.14,0.8,0.95238,,,-0.01,0.01566,-0.00551,-0.013,-0.00705,0.13414
37,37888,13.0131,166.375,0.375,0.29,1.863467,-0.112185,57.790422,0.004051,1776,0.21897,0.26109,0.14,0.875,0.95652,,,-0.01,0.01316,-0.00128,-0.0153,-0.01345,0.18008
38,38912,19.37453,161.0,0.66667,0.32,1.958416,0.000441,40.124296,0.006952,1730,0.23927,0.2818,0.14,0.66667,0.9,,,-0.01,0.01457,-0.00172,-0.014,-0.00757,0.17901
39,39936,25.6089,170.33333,0.66667,0.36,1.949686,-0.061918,36.984909,0.001384,1568,0.25906,0.30427,0.14,0.83333,0.93333,,,-0.01,0.01324,-0.00186,-0.01899,-0.00456,0.21009
40,40960,34.1889,179.5,1.0,0.4,1.991307,-0.001455,31.220755,0.0015,1597,0.28987,0.3495,0.13,0.25,0.85714,,,-0.01,0.01439,-0.00245,-0.01851,-0.00429,0.1837
41,41984,27.18911,189.0,0.8,0.42,1.852985,-0.117173,55.20278,0.001349,2037,0.25368,0.30921,0.13,0.4,0.92,,,-0.01,0.01539,-0.00436,-0.01537,-0.0127,0.25421
42,43008,16.65939,190.4,0.6,0.45,1.816277,0.023637,28.218782,0.003327,2205,0.24935,0.29152,0.14,0.4,1.0,,,-0.01,0.01333,-0.0057,-0.01243,-0.00649,0.17937
43,44032,16.73715,207.6,0.6,0.48,1.897572,-0.056135,30.259335,0.004548,1717,0.27842,0.32887,0.13,1.0,0.97778,,,-0.01,0.01312,-0.0027,-0.01749,-0.00854,0.13627
44,45056,43.84186,184.625,0.875,0.53,1.938621,0.061835,59.082934,0.004142,1754,0.25957,0.30561,0.1,0.25,0.96,,,-0.01,0.01908,-0.00268,-0.01967,0.00077,0.49044
45,46080,34.29544,190.85714,0.85714,0.56,2.004108,0.001856,46.133829,0.004109,1573,0.27124,0.32243,0.1,0.28571,1.0,,,-0.01,0.01533,-0.00244,-0.01703,-0.00327,0.31702
46,47104,40.58552,158.66667,1.0,0.57,2.00997,-1.5e-05,25.088969,0.001343,1537,0.30108,0.35774,0.1,0.0,1.0,,,-0.01,0.01609,-0.00311,-0.02084,-0.00425,0.15637
47,48128,33.36268,193.125,0.875,0.62,1.999217,-0.02377,39.819994,0.005515,1615,0.28133,0.3322,0.09,0.25,0.90625,,,-0.01,0.0167,-0.00133,-0.02037,-0.00099,0.36524
48,49152,57.90099,153.0,1.0,0.64,2.068226,-0.013157,28.295625,0.005372,1516,0.34392,0.39879,0.09,0.0,1.0,,,-0.01,0.01208,-0.00265,-0.01709,-0.00478,0.14406
49,50176,36.02363,239.83333,1.0,0.68,2.039677,-0.000226,34.311925,0.002789,1641,0.31148,0.36085,0.09,0.16667,0.90909,,,-0.01,0.01654,-0.00281,-0.02238,-0.00062,0.31989
50,51200,21.5026,250.66667,0.66667,0.68,2.000474,-0.000274,21.787566,0.003162,1755,0.30168,0.35461,0.09,0.0,0.95,,,-0.01,0.01286,-0.00258,-0.01902,-0.00554,0.10833
51,52224,32.13097,224.75,1.0,0.71,1.959449,-0.001828,21.120815,0.002162,1804,0.26799,0.31556,0.09,0.5,0.95,,,-0.01,0.01473,-0.00384,-0.01837,-0.00451,0.20613
52,53248,19.50382,217.16667,0.66667,0.73,1.943197,0.028755,19.831225,0.003301,1652,0.28279,0.33068,0.08,0.5,0.91176,,,-0.01,0.01609,-0.00258,-0.02126,-0.0044,0.18138
53,54272,40.95183,160.5,1.0,0.79,1.911573,0.001079,48.154132,0.003614,1542,0.26019,0.30517,0.06,0.125,0.91667,,,-0.01,0.01892,-0.0008,-0.01986,-0.00442,0.42714
54,55296,40.8204,143.875,1.0,0.81,1.879308,-0.040716,48.060728,0.006966,1553,0.27212,0.31745,0.06,0.25,0.86957,,,-0.01,0.01869,-0.00197,-0.02039,-0.00054,0.42843
55,56320,56.51675,126.0,1.0,0.86,1.917434,0.022244,47.040618,0.002633,1427,0.27146,0.31911,0.06,0.14286,0.91667,,,-0.01,0.01654,-0.00191,-0.02188,-2e-05,0.46972
56,57344,43.14104,160.0,0.875,0.87,1.9111,0.001911,47.209675,0.003615,1440,0.25017,0.30511,0.06,0.125,0.9,,,-0.01,0.01968,-0.00139,-0.02093,-0.00193,0.42179
57,58368,25.1145,125.85714,0.71429,0.86,1.891098,-0.001513,35.347638,0.005105,1556,0.26572,0.3169,0.06,0.42857,0.83333,,,-0.01,0.01647,-0.00168,-0.02088,-0.00795,0.25045
58,59392,47.34208,134.14286,1.0,0.89,1.941027,-0.07623,48.937471,0.001951,1525,0.25942,0.31056,0.05,0.14286,0.89474,,,-0.01,0.0191,-0.00176,-0.0199,-0.00365,0.42318
59,60416,42.18118,123.42857,1.0,0.91,1.868221,-2.1e-05,46.045642,0.001117,1747,0.25874,0.31321,0.05,0.28571,0.85714,,,-0.01,0.01856,-0.00244,-0.01883,-0.00453,0.43339
60,61440,39.5854,163.625,0.875,0.91,1.869275,0.001841,40.142097,0.003477,1562,0.25018,0.3048,0.05,0.125,0.93333,,,-0.01,0.01872,-0.00185,-0.01888,0.00089,0.4154
61,62464,50.75862,106.27273,0.90909,0.91,1.893535,0.000389,55.719684,0.002469,1377,0.25078,0.31118,0.04,0.09091,0.9,,,-0.01,0.02184,-0.00149,-0.01992,-5e-05,0.61984
62,63488,50.02215,107.6,1.0,0.92,1.889906,-0.05818,49.16965,0.003302,1383,0.24635,0.3083,0.04,0.1,0.875,,,-0.01,0.02017,-0.00157,-0.02106,-0.00143,0.57371
63,64512,57.57046,101.5,1.0,0.93,1.943392,-0.024136,37.356593,0.000765,1434,0.25444,0.30972,0.03,0.0,0.875,,,-0.01,0.01968,-0.00159,-0.02018,-0.00138,0.55156
64,65536,53.58296,103.25,0.875,0.94,1.874162,5.6e-05,48.081916,0.000844,1546,0.26117,0.32989,0.02,0.125,1.0,,,-0.01,0.01875,-0.00317,-0.02029,-0.00403,0.54695
65,66560,35.64009,152.25,0.875,0.93,1.862665,-0.001025,33.595973,0.001638,1577,0.2662,0.32593,0.03,0.125,0.95238,,,-0.01,0.01954,-0.00391,-0.02074,-0.00448,0.38396
66,67584,47.26863,104.57143,1.0,0.93,1.833715,-0.000786,42.850818,0.000777,1604,0.28196,0.34386,0.03,0.0,0.90476,,,-0.01,0.02044,-0.00307,-0.02414,-0.00204,0.43407
67,68608,35.62119,168.0,0.8,0.92,1.749336,-0.013879,39.380912,0.004434,1856,0.29245,0.3541,0.04,0.0,0.97059,,,-0.01,0.01721,-0.00464,-0.02244,-0.00868,0.29738
68,69632,41.56354,144.6,1.0,0.92,1.823513,-0.09868,36.379935,0.004068,1456,0.23953,0.30425,0.04,0.0,0.95455,,,-0.01,0.01853,-0.00228,-0.02339,0.00283,0.50232
69,70656,52.16854,109.85714,1.0,0.94,1.810178,-0.001716,31.651263,0.001484,1432,0.27143,0.34203,0.03,0.0,0.84615,,,-0.01,0.01689,-0.00237,-0.02248,-0.00191,0.41995
70,71680,51.72698,127.2,0.9,0.94,1.822988,0.013208,36.791333,0.002612,1336,0.26694,0.33272,0.04,0.0,0.93939,,,-0.01,0.01837,-0.0027,-0.01888,0.00227,0.57285
71,72704,39.46431,154.5,0.66667,0.92,1.733924,0.109906,50.522078,0.005196,1484,0.26326,0.32748,0.05,0.33333,0.95,,,-0.01,0.01414,-0.00224,-0.01826,-0.00635,0.30081
72,73728,43.2531,109.15385,1.0,0.93,1.758452,0.021649,42.364293,0.002259,1434,0.24017,0.31213,0.04,0.15385,0.83019,,,-0.01,0.02196,-0.00154,-0.01904,-0.00342,0.68201
73,74752,54.89454,108.28571,1.0,0.93,1.825416,-0.044074,29.036467,0.001222,1474,0.24237,0.31093,0.04,0.14286,0.89474,,,-0.01,0.01821,-0.00263,-0.02004,0.00134,0.45495
74,75776,48.4566,99.28571,1.0,0.94,1.75094,-0.000587,49.321694,0.003601,1689,0.23842,0.30386,0.04,0.0,0.94737,,,-0.01,0.01888,-0.00351,-0.02016,-0.00675,0.47067
75,76800,44.40046,108.69231,1.0,0.94,1.744323,0.057784,43.849116,0.001965,1494,0.22317,0.29501,0.04,0.07692,0.875,,,-0.01,0.01902,-0.00219,-0.02311,-0.00045,0.74358
76,77824,44.98583,126.44444,0.88889,0.94,1.760696,-0.000412,31.796997,0.000492,1444,0.21754,0.2818,0.05,0.11111,0.85185,,,-0.01,0.02019,-0.0009,-0.02104,0.00152,0.48351
77,78848,53.06064,88.41667,0.91667,0.94,1.732845,-0.002747,33.387181,0.001009,1359,0.2062,0.27257,0.04,0.08333,0.88,,,-0.01,0.01974,-0.00133,-0.01972,-0.00179,0.7138
78,79872,54.21885,84.07692,1.0,0.95,1.742602,-0.086619,42.276992,0.000852,1366,0.20395,0.26822,0.03,0.07692,0.84,,,-0.01,0.02234,-0.00108,-0.01915,-0.00109,0.79367
79,80896,61.52064,80.81818,1.0,0.95,1.733834,-0.000933,29.220688,0.001279,1329,0.20196,0.27374,0.03,0.0,0.78125,,,-0.01,0.02099,-0.00161,-0.01929,0.00298,0.71005
80,81920,52.16171,97.72727,1.0,0.96,1.671279,-0.015944,42.493913,0.001839,1479,0.215,0.27798,0.02,0.09091,0.90476,,,-0.01,0.02096,-0.00279,-0.02221,-0.00251,0.69394
81,82944,46.85778,88.22222,0.88889,0.97,1.679061,0.000962,39.709984,0.001283,1430,0.21489,0.28036,0.01,0.11111,0.85,,,-0.01,0.01734,-0.00253,-0.02171,-0.00288,0.50447
82,83968,42.94562,118.45455,0.90909,0.96,1.577641,0.051382,57.950483,0.001447,1373,0.2345,0.29811,0.02,0.0,0.98305,,,-0.01,0.01912,-0.00242,-0.01821,-0.00258,0.55848
83,84992,48.00302,95.5,1.0,0.96,1.635293,0.007068,34.859698,0.000835,1454,0.22173,0.28368,0.02,0.0,0.85714,,,-0.01,0.0192,-0.00218,-0.02103,-0.00141,0.4497
84,86016,51.48293,104.33333,1.0,0.96,1.624095,-0.086481,41.548066,0.000894,1449,0.20338,0.27378,0.02,0.0,0.89091,,,-0.01,0.02265,-0.00265,-0.01838,-0.00335,0.75746
85,87040,44.62521,86.2,1.0,0.97,1.647399,-0.001067,46.820978,0.001093,1458,0.20451,0.27746,0.01,0.0,0.86842,,,-0.01,0.02082,-0.00218,-0.02223,-0.00592,0.54474
86,88064,47.95257,91.25,1.0,0.98,1.611007,0.03948,44.929077,0.001831,1423,0.21138,0.27718,0.01,0.08333,0.8,,,-0.01,0.02281,-0.00104,-0.02022,-0.00197,0.67857
87,89088,55.9055,85.6,1.0,0.98,1.695918,-0.032823,34.876333,0.001126,1461,0.20969,0.2761,0.01,0.0,0.84375,,,-0.01,0.0177,-0.0029,-0.02065,-0.00086,0.68086
88,90112,50.52087,103.76923,0.84615,0.96,1.785749,-0.083945,42.426928,0.00152,1488,0.20617,0.27078,0.02,0.15385,0.92308,,,-0.01,0.02008,-0.00189,-0.01786,-0.00255,0.80491
89,91136,41.47929,86.875,0.75,0.94,1.728444,-0.032171,35.717152,0.000898,1487,0.20937,0.27158,0.02,0.25,0.89655,,,-0.01,0.02175,-0.00209,-0.01833,-0.00215,0.41165
90,92160,52.89293,100.38462,1.0,0.95,1.713082,0.231243,59.087388,0.004146,1399,0.21422,0.28514,0.02,0.07692,0.84314,,,-0.01,0.02041,-0.00257,-0.02099,-0.00064,0.78845
91,93184,62.27872,86.9,1.0,0.96,1.80481,-0.000957,30.802211,0.000561,1330,0.21415,0.27349,0.01,0.0,0.82051,,,-0.01,0.02015,-0.00172,-0.02278,0.00242,0.68104
92,94208,46.34884,101.25,1.0,0.96,1.73053,-0.00149,40.311892,0.00233,1413,0.2077,0.28082,0.01,0.0,0.81034,,,-0.01,0.02004,-0.00223,-0.02164,-0.00264,0.66007
93,95232,60.5621,79.90909,1.0,0.96,1.715256,0.000311,29.718592,0.002212,1321,0.20099,0.27138,0.01,0.0,0.83333,,,-0.01,0.02084,-0.00224,-0.0196,0.00301,0.70531
94,96256,64.75694,83.66667,1.0,0.96,1.717827,-0.019564,26.071297,0.001487,1311,0.20569,0.26959,0.01,0.0,0.88,,,-0.01,0.0213,-0.00302,-0.01904,0.00145,0.81854
95,97280,45.8203,100.09091,1.0,0.96,1.723319,0.051654,52.261667,0.001595,1432,0.20234,0.27727,0.01,0.09091,0.86957,,,-0.01,0.01894,-0.00242,-0.0187,-0.00163,0.59568
96,98304,62.64474,84.83333,1.0,0.97,1.785863,-0.000901,32.15148,0.001367,1339,0.20738,0.27711,0.01,0.0,0.89091,,,-0.01,0.02153,-0.00329,-0.02147,0.00283,0.80526
97,99328,50.93815,83.81818,0.90909,0.97,1.764568,-0.000623,40.800017,0.001144,1351,0.20095,0.26292,0.0,0.09091,0.8,,,-0.01,0.01946,-0.00145,-0.02094,-0.00205,0.6123
98,100352,53.05568,96.25,1.0,0.99,1.815661,-0.000543,32.566159,0.000886,1328,0.2035,0.27433,0.0,0.0,0.90909,,,-0.01,0.02046,-0.00299,-0.02096,8e-05,0.71082
99,101376,60.99156,86.33333,1.0,0.99,1.84005,-0.11803,35.673583,0.001047,1415,0.20627,0.27239,0.0,0.0,0.85294,,,-0.01,0.01707,-0.00369,-0.02226,0.00017,0.62945
100,102400,63.70165,86.875,1.0,0.99,1.776804,0.0007,34.989811,0.001743,1549,0.23702,0.30576,0.0,0.0,0.86667,,,-0.01,0.01629,-0.00661,-0.02242,0.00179,0.63892
101,103424,42.62634,173.83333,0.66667,0.97,1.763438,0.005942,18.738847,0.008867,1571,0.25194,0.32271,0.02,0.0,0.97479,,,-0.01,0.01414,-0.00927,-0.02673,0.00238,0.35362
102,104448,44.07827,170.25,0.75,0.96,1.775409,-0.000405,27.168,0.001382,1502,0.23121,0.31241,0.03,0.0,0.95385,,,-0.01,0.01057,-0.00965,-0.02572,-0.00013,0.22765
103,105472,36.4139,192.25,0.625,0.93,1.820847,-6.5e-05,36.841053,0.00126,1490,0.22978,0.30303,0.06,0.0,0.97902,,,-0.01,0.0128,-0.00866,-0.02376,-0.00161,0.39294
104,106496,50.30783,170.5,1.0,0.93,1.828102,0.000253,43.094898,0.00176,1654,0.2323,0.30905,0.06,0.0,0.95294,,,-0.01,0.01228,-0.00821,-0.02361,-0.00219,0.28607
105,107520,56.2902,80.0,1.0,0.93,1.857855,-0.142755,59.866851,0.005343,1967,0.25494,0.34866,0.06,0.0,0.66667,,,-0.01,0.01228,-0.01383,-0.02914,-0.00115,0.35475
106,108544,22.69624,250.14286,0.42857,0.89,1.822488,-0.00947,28.357473,0.009805,1704,0.26644,0.35126,0.1,0.14286,0.98684,,,-0.01,0.01151,-0.01492,-0.02724,0.00226,0.2789
107,109568,37.44776,184.0,0.66667,0.87,1.960577,-0.000551,41.38755,0.001448,1451,0.24149,0.31986,0.12,0.0,0.97987,,,-0.01,0.01098,-0.01141,-0.02411,-0.00104,0.29414
108,110592,42.55971,188.0,0.66667,0.86,1.973741,-0.001434,33.486229,0.001724,1602,0.26592,0.35582,0.13,0.0,0.9881,,,-0.01,0.01089,-0.01459,-0.02706,-0.00118,0.18046
109,111616,8.08329,286.8,0.4,0.83,1.896775,-0.031398,39.994856,0.00318,1713,0.27125,0.35561,0.16,0.0,0.98611,,,-0.01,0.01087,-0.0149,-0.03287,-0.00111,0.13644
110,112640,35.06664,205.0,0.6,0.81,1.988689,0.001589,24.768803,0.003719,1521,0.24983,0.32881,0.18,0.0,0.98425,,,-0.01,0.00878,-0.0122,-0.0271,0.00193,0.24389
111,113664,42.95614,208.75,0.75,0.8,1.986487,-0.093191,44.431775,0.001844,1469,0.25202,0.33295,0.19,0.0,0.98425,,,-0.01,0.0115,-0.01383,-0.02515,-0.00059,0.22829
112,114688,24.60762,229.2,0.6,0.78,1.95052,-0.001043,32.466376,0.001021,1486,0.24057,0.32256,0.21,0.0,0.98246,,,-0.01,0.01096,-0.01058,-0.02531,-0.0015,0.18969
113,115712,44.63183,170.28571,0.85714,0.77,1.958479,0.000633,52.426199,0.0049,1429,0.2323,0.30328,0.22,0.0,0.96094,,,-0.01,0.01614,-0.00723,-0.02372,0.0002,0.40349
114,116736,50.78208,146.9,0.9,0.77,1.891334,-0.131712,72.856126,0.002295,1371,0.21013,0.28414,0.23,0.0,0.96403,,,-0.01,0.0159,-0.00432,-0.02118,0.0022,0.58556
115,117760,66.39606,93.71429,1.0,0.77,2.011338,0.03927,33.219607,0.001934,1402,0.22588,0.29429,0.23,0.0,0.84211,,,-0.01,0.01242,-0.00424,-0.02331,0.0017,0.53362
116,118784,49.61971,174.25,1.0,0.77,1.95834,-0.000947,29.729036,0.001197,1689,0.26369,0.34373,0.23,0.0,0.96825,,,-0.01,0.01167,-0.00914,-0.02697,-0.00237,0.28735
117,119808,43.38286,210.0,0.83333,0.76,1.931515,-0.001724,34.56803,0.001542,1566,0.23117,0.30046,0.24,0.0,0.96809,,,-0.01,0.01221,-0.0062,-0.02575,0.00037,0.35631
118,120832,41.82542,169.33333,0.83333,0.75,1.978012,-0.002263,31.010536,0.001245,1538,0.24896,0.3188,0.25,0.0,0.94366,,,-0.01,0.01417,-0.00641,-0.02572,0.00042,0.33151
119,121856,43.64777,170.77778,0.88889,0.77,1.90395,0.015359,35.32619,0.00143,1480,0.22992,0.2999,0.23,0.0,0.9537,,,-0.01,0.01376,-0.0039,-0.02553,-0.00083,0.5045
120,122880,58.15133,110.125,1.0,0.8,1.898098,-0.02621,41.153613,0.00208,1344,0.21611,0.27959,0.2,0.0,0.90909,,,-0.01,0.01671,-0.00465,-0.02261,0.00344,0.52545
121,123904,58.2657,126.6,1.0,0.8,1.967849,0.041272,32.112472,0.000698,1458,0.22849,0.29616,0.2,0.0,1.0,,,-0.01,0.01273,-0.00546,-0.0242,-0.00202,0.36082
122,124928,44.97462,188.33333,1.0,0.82,1.920253,-0.00082,39.136792,0.001298,1756,0.2465,0.32214,0.18,0.0,0.93684,,,-0.01,0.01467,-0.00875,-0.02468,-0.00135,0.42553
123,125952,26.0715,247.4,0.6,0.82,1.954881,-0.073263,28.394585,0.002634,1627,0.23992,0.31619,0.18,0.0,0.98876,,,-0.01,0.01183,-0.00735,-0.0251,-0.00031,0.21181
124,126976,51.77381,165.8,1.0,0.84,1.992426,-0.001766,24.192059,0.002035,1373,0.21262,0.27557,0.16,0.0,0.96491,,,-0.01,0.01354,-0.00423,-0.02256,0.0011,0.2958
125,128000,59.20325,153.11111,1.0,0.88,1.982233,0.000624,33.821283,0.001979,1386,0.2055,0.27233,0.12,0.0,0.92,,,-0.01,0.01453,-0.003,-0.02336,0.00147,0.61053
126,129024,60.3209,114.5,1.0,0.91,1.973065,-0.001238,33.854681,0.000991,1387,0.20748,0.27798,0.09,0.0,0.89744,,,-0.01,0.01392,-0.00325,-0.02387,0.00111,0.53944
127,130048,54.72379,132.44444,1.0,0.93,1.948594,0.035587,30.622858,0.00234,1338,0.20368,0.26692,0.07,0.0,0.87931,,,-0.01,0.01626,-0.00151,-0.02218,0.00071,0.55328
128,131072,62.96742,104.5,1.0,0.94,1.939642,-0.000126,30.887053,0.000792,1308,0.19505,0.2571,0.06,0.0,0.94118,,,-0.01,0.0162,-0.00187,-0.02225,0.00397,0.6553
129,132096,61.17415,107.71429,1.0,0.95,1.941408,-0.000557,22.608334,0.000523,1358,0.20192,0.26582,0.05,0.0,0.85185,,,-0.01,0.01536,-0.00205,-0.02064,0.00218,0.46775
130,133120,53.93554,132.6,1.0,0.96,1.962947,0.17379,58.620715,0.002577,1326,0.19354,0.25587,0.04,0.0,0.98182,,,-0.01,0.01486,-0.00298,-0.02221,-9e-05,0.60082
131,134144,56.52015,111.71429,1.0,0.97,1.899951,-0.001171,28.597347,0.000649,1448,0.19848,0.2605,0.03,0.0,0.85294,,,-0.01,0.01371,-0.00236,-0.02145,0.00178,0.46185
